Supplemental Table 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSONS NATURALIZED BY STATE OR TERRITORY OF RESIDENCE AND REGION AND COUNTRY OF BIRTH: FISCAL YEAR 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region and country of birth,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Laos," 2,303 ", 10 , 32 , 17 , 49 , 500 , 30 , 29 , D , - , 44 , 79 , - , 13 , 11 , 33 , 9 , 41 , 35 , 6 , 7 , 3 , 11 , 15 , 41 , 459 , D , 14 , D , 6 , 16 , 3 , D , - , 13 , 113 , - , 18 , 23 , 34 , 21 , - , 17 , 14 , D , 68 , 94 , D , - , 20 , D , 19 , 50 , D , 245 , - , 31 
Latvia, 365 , D , 3 , 7 , - , 52 , 11 , 5 , D , - , 39 , 9 , - , D , - , 36 , D , D , - , D , D , - , 9 , 9 , 5 , 6 , D , 4 , D , - , D , 3 , 9 , - , 58 , 6 , - , 6 , 3 , D , 8 , - , - , 4 , - , 4 , 16 , D , - , 4 , - , 11 , 9 , - , 6 , - , 5 
Lebanon," 2,683 ", 10 , D , 38 , D , 388 , 12 , 21 , D , 14 , 155 , 43 , - , 5 , - , 52 , 18 , 8 , 7 , 7 , 12 , D , 31 , 166 , 660 , 31 , D , 12 , - , D , 11 , 15 , 64 , 3 , 151 , 53 , 3 , 98 , 15 , 9 , 46 , D , 8 , 18 , - , 17 , 267 , D , - , 8 , - , 86 , 38 , 5 , 8 , D , 58 
Lesotho, 18 , - , - , - , - , - , - , D , - , D , D , D , - , - , - , D , D , D , - , D , - , - , 3 , D , D , - , - , - , - , - , - , - , - , - , D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - 
Liberia," 3,334 ", 5 , - , 36 , 3 , 48 , 26 , 18 , 46 , 9 , 33 , 163 , - , D , 4 , 34 , 45 , 132 , 5 , 31 , D , - , 223 , 99 , 33 , 490 , D , 29 , D , 6 , 11 , 10 , 185 , D , 149 , 158 , 68 , 96 , 17 , 5 , 595 , - , 88 , 7 , 31 , 26 , 171 , - , - , 7 , D , 74 , 16 , 4 , 11 , - , 79 
Libya, 447 , 4 , D , 6 , D , 43 , 21 , 9 , D , - , 28 , 23 , - , D , 7 , 9 , 9 , 9 , D , 9 , - , - , 4 , 7 , 12 , 8 , D , 9 , - , 5 , 3 , D , 11 , - , 22 , 13 , - , 26 , - , 13 , 11 , - , - , D , - , D , 45 , - , - , 13 , 4 , 16 , 17 , - , 9 , D , 8 
Liechtenstein, D , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - 
Lithuania, 885 , D , - , 5 , D , 73 , 21 , 9 , - , - , 83 , 25 , - , 3 , - , 342 , 8 , D , 3 , - , D , D , 12 , 26 , 11 , 8 , D , D , D , D , 9 , D , 32 , D , 74 , 16 , D , 4 , D , D , 24 , D , D , 6 , - , 9 , 18 , - , - , 5 , - , 16 , 7 , - , 4 , - , 10 
Luxembourg, 23 , D , - , D , - , D , - , - , - , - , 3 , D , - , - , - , - , D , - , - , - , - , - , - , D , - , - , - , D , - , - , - , - , D , - , 4 , - , - , - , - , - , - , - , - , - , - , - , 4 , - , - , - , - , D , D , - , - , - , - 
Macau, 92 , - , D , - , - , 45 , - , - , - , - , D , D , - , D , - , D , - , - , - , - , - , - , D , - , - , - , - , - , - , - , 8 , D , D , - , 11 , D , - , - , - , - , D , - , - , - , - , - , 8 , - , - , D , - , - , 4 , - , - , - , D 
Madagascar, 63 , - , - , D , - , 4 , 3 , - , D , D , 4 , - , - , - , - , - , - , D , D , - , D , - , 7 , D , - , D , - , D , - , - , - , - , 3 , - , 4 , - , - , D , - , D , - , - , - , - , - , 3 , 3 , - , - , D , - , 8 , 3 , - , - , - , 4 
Malawi, 120 , 3 , - , D , D , 7 , D , - , - , - , 3 , 7 , - , - , D , 5 , 16 , - , - , 3 , - , - , 7 , D , 10 , 4 , - , D , - , D , - , - , 4 , - , D , 4 , - , D , D , - , D , - , - , D , - , D , 16 , - , - , - , - , D , 5 , D , 3 , - , D 
Malaysia," 1,406 ", 11 , D , 28 , 3 , 317 , 20 , 11 , - , D , 42 , 62 , - , 12 , 3 , 53 , 7 , 13 , 13 , 9 , D , - , 26 , 17 , 19 , 24 , 4 , 10 , D , D , 15 , 5 , 47 , 4 , 213 , 24 , D , 17 , 14 , 15 , 25 , - , 3 , 4 , D , 4 , 170 , D , D , 9 , - , 29 , 54 , - , 15 , D , 20 
Maldives, 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , D 
Mali, 446 , - , - , - , - , 7 , 9 , 3 , - , D , 3 , 15 , - , D , - , 12 , 15 , D , D , D , D , - , 58 , 5 , 10 , D , - , 4 , - , D , - , - , 11 , - , 130 , 10 , D , 18 , D , - , 64 , - , - , - , D , 8 , 29 , - , - , 3 , - , 6 , D , - , 3 , - , 9 
Malta, 49 , - , - , D , - , 6 , D , - , - , - , 6 , 3 , - , - , - , - , - , D , - , D , - , - , - , D , 5 , - , D , - , - , - , D , - , D , D , 7 , D , - , - , - , D , D , - , - , - , - , - , - , - , - , - , - , D , 3 , - , - , - , D 
Marshall Islands, 15 , - , - , D , - , D , - , - , - , - , D , - , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , D , - , 3 , - , - , - , - , D 
Mauritania, 319 , D , - , 4 , - , D , 12 , D , - , D , D , 7 , - , - , - , 6 , 9 , D , - , 17 , 14 , - , 5 , D , 3 , D , D , D , - , - , D , - , D , - , 68 , D , 6 , 89 , - , D , 13 , - , D , - , - , 16 , 9 , - , - , - , - , 13 , D , - , - , - , 6 
Mauritius, 67 , - , - , 3 , - , 6 , D , D , D , D , 3 , D , - , - , - , - , - , - , - , D , D , - , D , 3 , - , - , - , - , - , - , - , - , D , D , 8 , D , - , D , - , D , D , - , - , - , - , D , 3 , - , - , D , - , 11 , 4 , - , - , - , D 
Mexico," 122,286 ", 326 , 62 ," 6,132 ", 646 ," 40,090 "," 2,373 ", 172 , 134 , 52 ," 2,751 "," 2,728 ", D , 75 , 547 ," 5,347 ", 958 , 637 , 924 , 249 , 271 , 19 , 331 , 198 , 824 , 833 , 165 , 505 , 27 , 558 ," 2,160 ", 39 , 682 ," 2,100 "," 1,541 "," 1,760 ", 24 , 433 ," 1,035 "," 1,568 ", 586 , 36 , 33 , 382 , 26 , 740 ," 33,965 ", 29 , D ," 1,262 ", 8 , 640 ," 2,220 ", 27 , 940 , 86 ," 2,026 "
"Micronesia, Federated States", 39 , - , D , D , - , 4 , D , - , - , - , 3 , D , D , 5 , - , - , - , - , D , - , D , - , - , - , - , - , - , D , - , - , D , - , - , - , D , D , - , - , D , - , - , - , - , D , - , - , 5 , - , D , - , - , D , 3 , - , - , - , - 
Moldova," 2,010 ", 16 , 11 , 11 , 4 , 258 , 33 , 7 , D , 4 , 207 , 62 , - , D , D , 235 , 13 , 3 , D , 5 , 20 , 3 , 29 , 68 , 11 , 48 , 3 , 20 , D , D , 28 , 4 , 30 , - , 184 , 83 , D , 37 , D , 63 , 53 , - , D , 24 , D , 11 , 67 , - , - , 5 , 20 , 40 , 225 , D , 12 , 6 , 30 
Monaco, 4 , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Mongolia, 541 , D , D , 6 , - , 166 , 40 , D , - , D , 14 , 3 , - , D , D , 81 , 5 , - , D , D , D , - , 9 , D , D , 4 , D , D , - , D , 5 , D , 3 , D , 15 , 6 , - , 3 , - , 3 , 8 , - , - , - , - , D , 10 , - , - , 15 , D , 74 , 26 , - , 11 , - , 6 
Montenegro, 254 , - , - , - , - , 6 , D , 3 , - , D , 9 , D , - , D , - , 18 , - , - , - , D , - , - , D , D , 40 , - , D , - , - , - , 4 , - , 23 , - , 128 , D , - , D , - , - , D , - , - , - , - , - , 5 , - , - , - , - , - , D , - , - , - , D 
Montserrat, 50 , - , - , - , - , - , - , D , - , - , 8 , 6 , - , - , - , D , - , - , - , - , - , - , D , 12 , - , 3 , - , - , - , - , - , - , - , - , 11 , D , - , - , - , - , - , - , - , - , - , - , D , - , D , - , - , - , - , - , - , - , D 
Morocco," 3,142 ", 13 , - , 25 , 9 , 163 , 60 , 54 , 16 , 19 , 366 , 83 , - , D , 3 , 89 , 26 , 15 , 5 , 29 , 15 , 3 , 70 , 318 , 42 , 33 , 6 , 12 , D , 6 , 13 , D , 189 , 6 , 309 , 135 , - , 96 , 27 , 12 , 154 , - , 18 , 31 , 4 , 27 , 175 , 3 , D , 6 , 4 , 336 , 23 , D , 22 , D , 63 
Mozambique, 63 , - , - , - , D , 6 , D , 4 , - , - , 3 , D , - , - , - , D , D , D , D , D , - , - , 4 , D , - , D , - , - , - , D , - , - , 6 , - , 9 , 3 , - , - , - , - , D , - , - , D , - , - , 6 , - , - , - , - , 4 , D , - , - , - , D 
Namibia, 61 , - , - , D , - , 4 , D , - , - , - , 3 , 3 , - , - , D , D , 3 , D , - , - , D , - , 4 , D , 3 , D , - , 3 , D , - , - , D , D , - , D , 4 , - , - , - , - , 3 , - , - , - , - , D , 4 , - , - , D , - , 4 , 3 , - , D , - , D 
Nepal," 7,409 ", 29 , 5 , 43 , 14 , 601 , 258 , 56 , 7 , D , 96 , 166 , - , 19 , 22 , 148 , 27 , 107 , 44 , 121 , 35 , D , 417 , 301 , 94 , 144 , 3 , 70 , 3 , 84 , 15 , 71 , 80 , 20 , 810 , 178 , 14 , 582 , 30 , 47 , 333 , - , 13 , 6 , 28 , 53 ," 1,204 ", - , D , 49 , 39 , 542 , 121 , - , 55 , 4 , 196 
Netherlands, 953 , 7 , D , 21 , 3 , 125 , 31 , 15 , D , 5 , 91 , 29 , - , 3 , 4 , 22 , 8 , 6 , 4 , 7 , 7 , 4 , 10 , 38 , 27 , 15 , D , 3 , 4 , D , 7 , D , 23 , 9 , 64 , 38 , - , 13 , 7 , 18 , 31 , - , 3 , 15 , 5 , 12 , 116 , 3 , - , 10 , 5 , 20 , 25 , - , 11 , D , 19 
Netherlands Antilles (former), 56 , - , D , - , - , D , - , D , - , - , 15 , 3 , - , - , - , - , - , - , - , - , - , - , D , 4 , - , - , - , - , - , - , - , - , 5 , - , 8 , D , - , D , - , - , D , - , - , - , - , - , 5 , - , 4 , - , - , D , D , - , - , - , D 
New Caledonia, D , - , - , - , - , - , - , - , - , - , D , - , - , D , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , D , - , - , - , - , - 
New Zealand, 668 , 5 , 3 , 14 , 6 , 145 , 23 , 4 , - , 5 , 41 , 11 , D , 15 , D , 21 , 4 , 5 , D , 4 , 3 , 4 , 21 , 11 , 12 , 6 , D , 12 , D , D , 7 , 6 , 9 , D , 45 , 17 , - , 10 , 3 , 13 , 12 , - , D , 4 , - , 5 , 54 , - , - , 21 , - , 10 , 37 , D , 13 , - , 13 
Nicaragua," 4,346 ", 6 , - , 22 , 7 , 769 , 17 , 18 , D , 6 ," 2,081 ", 74 , - , - , 3 , 30 , 11 , 12 , 9 , 11 , 59 , D , 81 , 29 , 11 , 24 , 8 , 14 , - , D , 51 , D , 103 , 5 , 132 , 85 , - , 17 , 8 , 16 , 32 , 5 , 5 , 18 , D , 29 , 301 , D , D , 15 , - , 99 , 24 , D , 20 , 3 , 65 
Niger, 143 , - , - , D , 8 , D , 3 , D , - , D , D , 5 , - , - , - , - , 15 , D , D , - , D , - , 12 , D , D , D , - , D , - , - , - , D , 3 , - , 19 , 23 , - , 6 , - , - , 20 , - , - , D , - , - , 3 , - , - , D , - , 3 , - , - , - , - , 4 
Nigeria," 11,360 ", 48 , 6 , 98 , 25 , 637 , 77 , 74 , 45 , 56 , 284 , 972 , - , 4 , 5 , 531 , 317 , 33 , 42 , 41 , 47 , 10 ," 1,255 ", 267 , 175 , 254 , 15 , 113 , D , 22 , 37 , 17 , 495 , 13 , 868 , 289 , 16 , 187 , 89 , 28 , 306 , - , 49 , 27 , D , 123 ," 2,785 ", 3 , D , 15 , D , 203 , 61 , 8 , 51 , D , 231 
Niue, D , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
North Macedonia (formerly Macedonia), 800 , D , 12 , 4 , D , 21 , 6 , 32 , - , - , 79 , D , - , - , - , 136 , 54 , 5 , 5 , D , D , 3 , 5 , 14 , 52 , D , - , 10 , D , - , 7 , 4 , 125 , - , 103 , 4 , - , 17 , 3 , 4 , 4 , - , 4 , - , - , 4 , 26 , D , D , D , D , 10 , - , - , 19 , D , 12 
Northern Mariana Islands, D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - 
Norway, 111 , - , D , 4 , D , 14 , 5 , D , - , D , 12 , - , - , D , - , D , - , - , - , - , D , - , 3 , 3 , D , D , - , - , - , - , D , D , 5 , - , 7 , D , - , D , D , D , 5 , - , - , D , - , - , 18 , - , - , D , - , D , 8 , - , D , - , 6 
Oman, 68 , - , - , 3 , D , 12 , - , D , - , - , D , 3 , - , - , - , 5 , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , 3 , - , D , D , - , D , - , - , D , - , D , - , - , D , 18 , - , - , - , - , 5 , D , - , D , - , D 
Pakistan," 13,079 ", 51 , 5 , 62 , 30 ," 1,258 ", 65 , 185 , 45 , 14 , 378 , 419 , - , 9 , D , 925 , 109 , 35 , 48 , 39 , 61 , 6 , 565 , 248 , 303 , 119 , 14 , 117 , - , 16 , 38 , 15 , 815 , 24 ," 2,135 ", 294 , 4 , 181 , 87 , 26 , 407 , - , 21 , 27 , D , 88 ," 2,313 ", D , - , 52 , D , 933 , 162 , 10 , 97 , 6 , 212 
Palau, 32 , - , - , 3 , - , 5 , - , - , - , - , 3 , - , D , 3 , - , - , - , - , D , - , - , - , D , - , - , - , D , - , - , - , D , - , D , - , D , D , - , - , - , D , - , - , - , - , - , - , D , - , - , - , - , - , D , - , - , - , 3 
Panama," 1,361 ", 15 , D , 11 , 4 , 98 , 15 , 4 , 3 , 4 , 301 , 92 , - , 3 , D , 20 , 10 , 3 , 4 , 6 , 21 , - , 33 , 15 , 18 , 8 , 7 , 10 , - , 4 , 13 , D , 31 , 4 , 192 , 52 , - , 14 , 4 , 5 , 29 , 10 , D , 21 , - , 11 , 155 , D , - , 8 , - , 56 , 9 , - , 8 , - , 22 
Papua New Guinea, 19 , - , - , D , - , - , D , - , - , - , D , - , - , - , - , D , - , - , D , - , - , - , - , - , - , D , - , - , D , - , - , - , - , - , D , - , - , 3 , - , - , - , - , - , - , - , - , 3 , - , - , D , - , - , D , - , - , - , D 
Paraguay, 387 , 3 , - , 3 , D , 25 , 5 , 12 , - , 9 , 61 , 4 , - , - , - , D , D , 4 , 4 , D , D , - , 20 , D , 4 , D , D , D , - , - , D , D , 35 , - , 112 , 6 , - , D , - , 5 , 6 , - , - , 4 , - , D , 18 , - , - , 5 , - , 10 , 6 , D , D , - , 7 
Peru," 9,899 ", 28 , 12 , 70 , 15 ," 1,178 ", 153 , 246 , 11 , 30 ," 2,330 ", 234 , - , 10 , 17 , 147 , 37 , 11 , 33 , 24 , 17 , D , 269 , 144 , 50 , 51 , 14 , 49 , 6 , 17 , 86 , 6 ," 1,144 ", 26 ," 1,050 ", 208 , D , 77 , 42 , 45 , 131 , 12 , 19 , 35 , D , 36 , 586 , 5 , D , 242 , 5 , 541 , 99 , 12 , 53 , 4 , 226 
Philippines," 43,668 ", 160 , 383 , 708 , 148 ," 15,125 ", 303 , 209 , 86 , 59 ," 1,991 ", 545 , 483 ," 2,291 ", 95 ," 1,895 ", 289 , 137 , 191 , 150 , 167 , 39 , 987 , 280 , 440 , 335 , 73 , 314 , 46 , 83 ," 1,789 ", 43 ," 1,573 ", 187 ," 2,161 ", 623 , 32 , 365 , 142 , 346 , 508 , D , 41 , 212 , 37 , 221 ," 3,089 ", 79 , 135 , 176 , D ," 1,167 "," 1,477 ", 40 , 252 , 36 , 904 
Poland," 6,973 ", 15 , 5 , 76 , 3 , 275 , 66 , 365 , 9 , 9 , 325 , 78 , - , 14 , 3 ," 2,320 ", 39 , 10 , D , 10 , 8 , 8 , 57 , 162 , 150 , 33 , 4 , 21 , 3 , D , 46 , 18 , 726 , 8 ," 1,128 ", 68 , 3 , 63 , 9 , 21 , 251 , - , 20 , 26 , D , 21 , 145 , D , D , 21 , 6 , 62 , 89 , 3 , 57 , - , 105 
Portugal," 1,712 ", 3 , - , 6 , 3 , 215 , 5 , 87 , 3 , 8 , 76 , 17 , - , - , D , 5 , D , 3 , - , D , D , D , 19 , 405 , 9 , 5 , D , 4 , - , - , 6 , 11 , 370 , D , 179 , 5 , - , D , D , 4 , 42 , D , 108 , 3 , - , 3 , 24 , - , - , D , - , 19 , 11 , - , D , - , 37 
Qatar, 105 , D , - , 3 , - , 15 , D , - , - , - , 4 , 4 , - , D , - , 3 , - , - , - , - , - , - , 3 , 3 , 7 , D , D , 4 , - , - , - , - , 5 , - , 7 , D , - , D , - , - , 3 , - , - , D , - , D , 19 , - , - , - , - , 5 , 3 , D , D , - , D 
Republic of Nauru, D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Romania," 3,627 ", 19 , 4 , 129 , 15 , 439 , 55 , 51 , 8 , 7 , 345 , 196 , - , 5 , 10 , 334 , 20 , 16 , 9 , 8 , 17 , 6 , 74 , 79 , 185 , 20 , 6 , 19 , D , 6 , 46 , 8 , 101 , 4 , 283 , 82 , D , 114 , 4 , 83 , 112 , - , 4 , 41 , D , 31 , 226 , D , - , 9 , 3 , 117 , 179 , 9 , 18 , 3 , 62 
Russia," 7,628 ", 24 , 29 , 47 , 11 ," 1,302 ", 159 , 65 , 13 , 26 , 824 , 177 , - , 17 , 19 , 301 , 41 , 18 , 21 , 27 , 19 , 11 , 166 , 274 , 89 , 100 , 5 , 58 , 11 , 13 , 69 , 22 , 343 , 11 ," 1,072 ", 174 , 8 , 107 , 30 , 132 , 274 , D , 8 , 81 , 5 , 57 , 383 , 5 , D , 39 , 6 , 227 , 471 , 11 , 79 , 4 , 139 
Rwanda, 466 , D , - , 26 , - , 17 , 12 , 3 , - , D , 7 , 12 , - , - , 4 , 12 , 9 , 10 , 3 , 17 , - , 16 , 6 , 16 , 24 , D , D , D , - , D , D , 9 , 5 , - , 19 , 14 , 3 , 26 , D , 4 , 14 , - , D , 6 , D , 10 , 104 , - , - , 14 , 3 , 7 , 9 , - , 7 , - , 6 
Saint Kitts and Nevis, 335 , D , - , D , D , 5 , - , 3 , - , D , 62 , 21 , - , - , - , 3 , D , - , - , - , D , - , 4 , 8 , D , D , - , D , - , D , - , - , 10 , - , 61 , 10 , - , - , - , - , 5 , D , D , D , - , D , 19 , - , 76 , - , D , 5 , D , - , - , - , 20 
Saint Lucia, 758 , D , D , D , - , 4 , 3 , 33 , D , D , 95 , 42 , - , - , - , 3 , 3 , - , 3 , D , 3 , - , 21 , 14 , D , D , - , - , D , D , D , D , 33 , D , 291 , 8 , - , 6 , D , D , 12 , D , - , D , - , D , 44 , - , 84 , - , - , 8 , D , - , 4 , - , 19 
Saint Vincent and the Grenadines, 528 , D , D , D , D , 11 , 3 , 4 , D , D , 35 , 21 , - , - , - , D , D , - , - , - , D , - , 9 , 10 , - , D , - , - , D , - , - , D , 29 , - , 302 , 4 , - , - , - , - , 33 , - , - , 5 , - , D , 9 , - , 11 , D , - , 7 , - , - , D , - , 13 
Samoa, 239 , D , 8 , D , - , 66 , D , D , - , - , 3 , 4 , - , 38 , D , - , - , - , - , D , - , - , D , D , D , - , D , 5 , - , D , 4 , - , D , - , D , - , - , D , - , 3 , D , - , - , - , - , D , 8 , - , - , 32 , - , D , 39 , - , D , - , 8 
San Marino, D , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D 
Sao Tome and Principe, 7 , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - 
Saudi Arabia," 1,313 ", 4 , D , 15 , 3 , 175 , 15 , 6 , D , 9 , 71 , 33 , - , D , D , 102 , 11 , 9 , 7 , 6 , 5 , D , 21 , 30 , 73 , 45 , D , 11 , - , 3 , 8 , 4 , 52 , D , 96 , 30 , - , 54 , 6 , 12 , 28 , - , D , 7 , - , 16 , 176 , - , - , 6 , D , 86 , 28 , D , 10 , - , 25 
Senegal, 956 , 10 , - , 4 , - , 21 , 11 , 7 , 3 , 10 , 20 , 64 , - , D , - , 8 , 13 , 8 , 3 , 24 , 7 , - , 79 , 22 , 35 , 6 , - , 13 , - , 3 , 7 , D , 31 , D , 205 , 34 , D , 101 , 3 , D , 21 , - , 13 , 6 , - , 20 , 54 , - , D , 3 , D , 22 , 9 , - , 6 , - , 39 
Serbia, 829 , D , 5 , 20 , D , 82 , 16 , 4 , D , D , 113 , 17 , - , D , D , 187 , 9 , 7 , 3 , 3 , 3 , 7 , 16 , 13 , 19 , 3 , - , 5 , - , D , 13 , 3 , 25 , - , 86 , 8 , D , 15 , 4 , 3 , 19 , - , D , 5 , D , 5 , 42 , - , - , D , - , 17 , 13 , D , 14 , - , 7 
Serbia and Montenegro (former), 820 , D , D , 25 , - , 62 , 13 , 13 , - , 7 , 64 , 11 , - , D , - , 82 , 15 , 5 , - , 7 , D , D , 17 , 19 , 62 , 7 , D , 8 , - , D , 13 , 6 , 36 , - , 170 , 6 , D , 17 , - , 6 , 22 , - , - , 4 , D , 7 , 39 , D , - , 3 , - , 8 , 12 , - , 12 , D , 26 
Seychelles, 10 , D , - , - , - , D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , D , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , D , - , - , - , D 
Sierra Leone," 1,604 ", 3 , 3 , 15 , D , 50 , 9 , 3 , 13 , 12 , 23 , 58 , - , - , - , 8 , 7 , 7 , - , D , - , D , 324 , 47 , 19 , 36 , - , 6 , - , D , D , 3 , 96 , D , 158 , 43 , 7 , 92 , 4 , 4 , 163 , - , D , 5 , - , D , 99 , - , - , 6 , - , 190 , 14 , - , D , - , 64 
Singapore, 359 , 3 , D , 7 , - , 93 , 8 , D , - , D , 11 , 8 , - , 3 , D , 9 , D , - , D , - , - , - , 5 , 10 , 4 , 4 , - , D , - , - , 3 , 4 , 17 , - , 38 , 5 , - , D , D , D , 17 , - , D , D , - , 3 , 44 , D , - , - , D , 9 , 20 , - , 7 , - , 9 
Sint Maarten, D , - , - , - , - , - , - , - , - , - , D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Slovakia, 432 , D , - , 3 , - , 52 , 14 , 9 , - , D , 47 , 12 , - , D , - , 36 , D , D , D , D , - , D , 9 , 7 , 14 , 4 , - , D , D , D , 5 , D , 58 , - , 59 , 9 , - , 7 , D , 3 , 13 , - , - , D , - , 3 , 12 , D , - , D , D , 7 , 7 , - , 7 , D , 8 
Slovenia, 68 , - , - , D , - , 8 , D , - , - , - , 5 , D , - , - , D , 5 , D , D , - , - , - , - , - , D , - , D , - , D , D , - , D , D , 5 , - , 10 , - , - , D , - , - , 6 , - , - , D , - , - , 3 , - , - , D , D , D , 4 , - , - , - , D 
Solomon Islands, 6 , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , D , - 
Somalia," 6,915 ", D , 23 , 73 , - , 83 , 166 , 5 , - , - , 12 , 87 , - , D , 23 , 68 , 31 , 93 , 125 , 217 , - , 71 , 18 , 87 , 46 ," 2,784 ", - , 122 , - , 274 , 5 , 5 , D , D , 160 , 30 , 84 , 861 , D , 112 , 36 , - , D , D , 35 , 122 , 248 , - , - , 64 , 24 , 66 , 314 , - , 207 , D , 125 
South Africa," 2,967 ", 25 , D , 62 , 14 , 404 , 105 , 41 , 3 , 16 , 345 , 174 , - , 10 , 10 , 70 , 21 , 26 , 25 , 28 , 15 , 7 , 53 , 46 , 41 , 40 , 14 , 35 , 5 , 13 , 19 , 13 , 67 , 12 , 148 , 132 , 6 , 49 , 14 , 30 , 57 , - , 8 , 49 , 6 , 75 , 332 , 6 , - , 52 , D , 91 , 82 , 5 , 24 , D , 36 
South Sudan, 146 , - , - , 6 , - , 5 , 4 , - , - , - , 3 , 7 , - , - , D , D , D , 26 , - , 3 , - , 6 , D , 3 , D , 12 , - , D , - , 14 , - , D , - , - , 4 , D , 3 , D , - , - , 3 , - , - , - , 6 , 4 , 13 , - , - , 4 , - , 3 , 3 , - , - , - , D 
Soviet Union (former)," 2,280 ", 12 , 4 , 20 , 7 , 393 , 34 , 27 , 5 , 8 , 196 , 46 , - , 10 , D , 103 , 14 , 13 , 7 , 11 , 9 , 3 , 58 , 88 , 26 , 33 , D , 17 , D , 4 , 21 , 11 , 122 , 5 , 320 , 47 , D , 40 , 7 , 38 , 117 , - , 3 , 19 , D , 14 , 109 , D , D , 14 , 5 , 65 , 113 , 3 , 22 , D , 24 
Spain," 1,945 ", 6 , D , 19 , 5 , 303 , 26 , 24 , D , 21 , 424 , 42 , - , 4 , D , 62 , 9 , 12 , 6 , 7 , 12 , 3 , 36 , 75 , 30 , 16 , - , 9 , D , 4 , 15 , D , 104 , 5 , 193 , 24 , - , 21 , 4 , 17 , 42 , 16 , D , 14 , - , 9 , 162 , D , - , 17 , D , 37 , 41 , D , 20 , D , 36 
