Supplemental Table 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSONS NATURALIZED BY STATE OR TERRITORY OF RESIDENCE AND REGION AND COUNTRY OF BIRTH: FISCAL YEAR 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region and country of birth,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Denmark, 650 , 3 , 3 , 18 , D , 155 , 13 , 11 , D , D , 65 , 11 , - , 6 , 7 , 10 , 3 , D , - , 4 , 6 , - , 13 , 19 , 9 , 10 , - , 3 , 3 , 3 , 6 , D , 28 , 4 , 54 , 20 , 4 , 9 , - , 21 , 15 , - , 3 , 7 , D , 7 , 32 , - , - , 3 , D , 13 , 27 , D , 7 , - , 4 
Djibouti, 65 , - , - , 3 , - , 4 , D , - , - , - , D , D , - , - , - , D , - , - , - , - , - , 9 , - , 4 , - , 11 , - , D , - , D , D , - , D , - , D , - , D , 5 , - , - , D , - , - , - , D , D , 7 , - , - , - , D , 3 , D , - , - , - , 1 
Dominica, 612 , - , D , D , D , 10 , - , 16 , D , D , 97 , 21 , - , - , - , 3 , - , D , - , D , 3 , - , 10 , 29 , 4 , - , D , D , - , D , - , - , 43 , D , 117 , 9 , - , D , D , - , 14 , D , D , D , - , 5 , 57 , - , 131 , D , - , 4 , 3 , - , - , - , 11 
Dominican Republic," 22,970 ", 14 , 39 , 28 , 7 , 102 , 15 , 541 , 33 , 35 ," 2,638 ", 220 , D , D , 4 , 70 , 55 , 7 , 8 , 21 , 56 , 8 , 149 ," 2,198 ", 69 , 19 , 22 , 19 , D , 9 , 25 , 88 ," 3,731 ", 10 ," 8,387 ", 252 , - , 126 , 13 , 11 ," 1,293 "," 1,070 ", 697 , 53 , 4 , 25 , 171 , D , 59 , 19 , 6 , 129 , 21 , 4 , 32 , D , 352 
Ecuador," 7,996 ", 6 , 4 , 25 , 8 , 297 , 22 , 349 , 12 , 11 ," 1,241 ", 70 , - , D , 7 , 197 , 12 , 15 , 12 , 19 , 7 , 3 , 74 , 119 , 22 , 78 , D , 22 , D , 6 , 22 , 13 ," 1,477 ", 7 ," 2,878 ", 167 , D , 48 , 15 , 24 , 149 , 13 , 14 , 34 , D , 19 , 201 , D , - , 47 , 6 , 89 , 12 , 5 , 11 , D , 98 
Egypt," 6,549 ", 16 , D , 41 , 5 ," 1,180 ", 16 , 51 , 34 , 6 , 626 , 64 , - , 5 , 6 , 141 , 81 , 13 , 9 , 33 , 19 , D , 53 , 217 , 124 , 43 , 6 , 21 , 5 , 11 , 12 , 11 ," 1,222 ", 4 , 673 , 143 , D , 159 , 12 , 45 , 271 , D , 14 , 48 , 4 , 309 , 298 , - , D , 7 , D , 312 , 66 , 5 , 14 , - , 87 
El Salvador," 17,300 ", 14 , 11 , 113 , 189 ," 6,029 ", 102 , 77 , 8 , 157 , 676 , 327 , D , 7 , 18 , 123 , 101 , 72 , 77 , 39 , 36 , 8 , 875 , 617 , 37 , 70 , 6 , 70 , D , 101 , 255 , 12 , 608 , 25 ," 1,990 ", 409 , 3 , 67 , 37 , 72 , 80 , 20 , 49 , 36 , 9 , 85 ," 2,006 ", - , - , 86 , D ," 1,158 ", 121 , 10 , 38 , D , 158 
Equatorial Guinea, 9 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , D , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , 3 , - , - , - , - , - , D , - , - , - , - 
Eritrea," 1,457 ", 4 , - , 14 , - , 182 , 51 , 4 , 3 , 27 , 19 , 68 , - , - , 9 , 36 , 21 , 59 , 12 , 13 , 8 , 3 , 70 , 41 , 12 , 27 , D , 34 , - , 4 , 39 , D , 8 , - , 41 , 57 , - , 80 , 11 , 18 , 34 , - , 5 , D , 16 , 17 , 174 , - , - , 12 , - , 105 , 101 , D , 5 , - , 7 
Estonia, 190 , D , - , 3 , D , 23 , 5 , 7 , - , D , 38 , - , - , - , D , 6 , - , D , - , - , D , - , 4 , D , D , D , - , D , D , - , D , - , 17 , D , 26 , 3 , - , D , - , D , 4 , - , D , D , - , D , D , - , - , D , - , 8 , 11 , - , D , - , 1 
Eswatini (formerly Swaziland), 13 , - , - , D , D , D , - , - , - , - , - , D , - , - , - , D , D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , D , - , D , D , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , D , - , - , - , - , - 
Ethiopia," 6,769 ", 13 , 6 , 66 , D , 587 , 265 , 15 , 6 , 248 , 115 , 385 , - , - , 16 , 128 , 45 , 72 , 91 , 52 , 16 , 18 , 583 , 195 , 47 , 606 , D , 96 , D , 33 , 209 , D , 32 , 3 , 118 , 130 , 6 , 277 , 36 , 98 , 149 , - , 5 , 19 , 82 , 127 , 497 , D , - , 9 , - , 783 , 376 , 16 , 24 , - , 62 
Fiji, 875 , D , D , 10 , - , 671 , D , - , - , D , 3 , D , - , 4 , D , 5 , - , - , D , D , - , - , - , D , D , D , - , - , - , - , 14 , - , 3 , D , 8 , D , D , D , - , 46 , 11 , - , D , D , - , - , 9 , - , D , 7 , - , 3 , 55 , - , - , - , 3 
Finland, 283 , - , D , 4 , - , 76 , 6 , 7 , - , 4 , 33 , 9 , - , D , - , 8 , 4 , - , - , 3 , D , D , 3 , D , 7 , 5 , - , 4 , - , - , 4 , D , 7 , D , 16 , 9 , - , 8 , D , 6 , 8 , - , - , D , - , - , 16 , D , - , D , - , 5 , 8 , - , D , - , 4 
France," 2,854 ", 4 , 3 , 37 , 3 , 670 , 33 , 60 , 4 , 22 , 352 , 43 , D , 8 , 11 , 53 , 22 , 11 , 9 , 8 , 16 , 10 , 47 , 137 , 46 , 33 , D , 16 , 8 , 4 , 32 , 7 , 125 , 14 , 351 , 50 , - , 40 , 9 , 36 , 92 , 3 , 20 , 28 , - , 16 , 139 , D , 7 , 12 , 9 , 67 , 61 , 4 , 19 , D , 36 
French Polynesia, 13 , - , - , - , - , D , D , - , - , - , D , D , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - 
Gabon, 81 , D , D , 4 , D , 5 , D , - , D , D , D , 4 , - , - , - , D , D , D , - , - , - , - , 5 , D , D , D , - , - , - , 4 , - , - , D , - , 14 , 4 , - , 3 , D , - , 5 , - , - , - , - , - , 8 , - , - , D , D , 3 , D , - , D , - , - 
Gambia, 650 , 5 , 4 , 4 , D , 7 , 6 , 5 , - , 3 , 11 , 56 , - , - , D , D , 4 , 4 , 10 , 12 , D , D , 40 , 8 , 14 , 22 , D , 7 , - , 5 , D , 3 , 11 , - , 109 , 49 , D , 48 , 4 , 6 , 19 , - , 16 , 3 , - , 13 , 32 , - , D , - , - , 9 , 56 , D , 30 , - , 2 
Georgia, 751 , 4 , D , D , - , 127 , 6 , 11 , - , 3 , 25 , 6 , - , - , - , 17 , D , D , - , 4 , D , D , 12 , 9 , 3 , 4 , - , 3 , - , - , D , - , 96 , - , 260 , 5 , - , 14 , - , D , 77 , D , D , 3 , D , D , 7 , - , - , - , - , 18 , 12 , D , D , - , 6 
Germany," 4,284 ", 45 , 24 , 75 , 12 , 682 , 95 , 62 , 11 , 14 , 486 , 130 , D , 18 , 16 , 106 , 43 , 14 , 25 , 51 , 16 , 20 , 62 , 149 , 158 , 35 , 11 , 60 , 18 , 15 , 37 , 33 , 142 , 34 , 310 , 125 , 4 , 102 , 22 , 65 , 145 , D , 10 , 81 , D , 53 , 267 , D , D , 23 , 12 , 115 , 118 , 9 , 50 , 6 , 61 
Ghana," 6,047 ", 11 , 9 , 35 , 8 , 157 , 71 , 200 , 58 , 16 , 122 , 283 , - , 4 , D , 193 , 30 , 18 , 28 , 49 , 17 , 6 , 382 , 411 , 47 , 78 , 4 , 44 , - , 15 , 17 , 10 , 567 , 4 ," 1,013 ", 180 , 23 , 591 , 46 , 12 , 203 , D , 35 , 17 , 4 , 50 , 287 , 3 , D , 10 , D , 533 , 45 , 5 , 27 , D , 61 
Gibraltar, 5 , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - 
Greece," 1,074 ", D , 3 , 7 , D , 102 , 8 , 29 , 5 , 5 , 91 , 14 , - , D , - , 56 , 5 , D , D , 5 , 3 , 3 , 19 , 115 , 35 , D , - , D , - , D , 5 , 8 , 66 , D , 252 , 11 , - , 28 , - , 4 , 41 , D , 5 , 14 , - , 4 , 34 , - , - , - , D , 17 , 18 , - , 15 , - , 32 
Greenland, D , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Grenada, 463 , - , - , - , D , 5 , - , D , - , D , 44 , 9 , - , - , - , 3 , D , D , D , - , - , - , 17 , 11 , - , - , - , D , - , - , D , - , 26 , - , 271 , D , - , D , D , D , 15 , - , D , D , - , 3 , 20 , - , - , - , D , 9 , 3 , - , - , - , 4 
Guatemala," 9,566 ", 44 , 9 , 113 , 40 ," 3,487 ", 73 , 162 , 23 , 24 , 759 , 189 , D , D , 22 , 304 , 60 , 59 , 45 , 36 , 42 , 8 , 195 , 372 , 41 , 44 , 16 , 40 , 3 , 117 , 139 , 8 , 479 , 35 , 654 , 122 , D , 52 , 66 , 161 , 94 , 12 , 246 , 34 , 19 , 73 , 522 , - , - , 77 , - , 251 , 84 , D , 12 , 3 , 89 
Guinea, 924 , 4 , - , 4 , - , 7 , 7 , 14 , 8 , 6 , 3 , 66 , - , - , - , 18 , 22 , 10 , D , 3 , - , D , 52 , 20 , 8 , 21 , 4 , 3 , - , - , - , D , 38 , - , 324 , 22 , - , 79 , - , - , 77 , - , 12 , 4 , - , 24 , 24 , - , - , D , - , 12 , 9 , - , 7 , - , 7 
Guinea-Bissau, 28 , - , - , - , D , - , - , D , - , - , - , D , - , - , - , D , - , D , - , D , - , D , - , 11 , D , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , 3 , D , - , - , - , - , - , - , - , - , - , - , - , - , - 
Guyana," 4,625 ", 4 , D , 9 , D , 35 , 4 , 91 , 6 , 6 , 473 , 108 , - , D , - , 15 , D , D , 4 , 4 , 8 , - , 72 , 32 , 7 , 56 , D , 3 , - , - , 5 , - , 362 , - ," 3,018 ", 32 , D , 23 , D , 3 , 67 , - , 3 , 18 , - , 11 , 37 , - , 7 , - , - , 45 , 10 , D , 4 , - , 30 
Haiti," 14,389 ", 19 , D , 15 , - , 77 , 9 , 332 , 60 , 6 ," 6,769 ", 258 , - , 6 , 3 , 67 , 44 , 9 , 9 , 37 , 36 , 6 , 129 ," 1,772 ", 16 , 7 , D , 37 , - , 6 , 11 , 27 ," 1,135 ", D ," 2,462 ", 93 , 5 , 44 , 9 , 11 , 387 , 8 , 66 , 21 , - , 20 , 62 , - , 25 , 9 , 3 , 65 , 18 , - , 10 , - , 165 
Honduras," 5,645 ", 15 , 5 , 44 , 30 , 645 , 33 , 55 , 7 , 16 ," 1,305 ", 134 , - , D , 8 , 80 , 75 , 19 , 26 , 27 , 255 , 6 , 110 , 156 , 22 , 24 , 14 , 34 , D , 22 , 33 , 10 , 385 , 14 , 568 , 238 , - , 42 , 13 , 26 , 52 , 9 , 12 , 46 , 3 , 60 , 589 , D , D , 25 , - , 221 , 40 , 6 , 33 , - , 47 
Hong Kong," 1,768 ", 6 , D , 13 , D , 754 , 20 , 15 , D , 3 , 40 , 17 , D , 15 , 3 , 28 , 12 , D , 6 , 6 , D , D , 26 , 79 , 16 , 9 , D , 13 , - , - , 24 , 4 , 79 , - , 281 , 21 , - , 19 , D , 13 , 19 , D , D , 9 , - , 8 , 81 , - , D , 10 , D , 17 , 60 , 3 , 8 , - , 12 
Hungary, 922 , 5 , D , 8 , - , 156 , 19 , 23 , - , 8 , 219 , 8 , D , 6 , 5 , 16 , 4 , D , D , 8 , D , D , 12 , 19 , 9 , 5 , D , 7 , 3 , D , 14 , 3 , 56 , 4 , 114 , 22 , - , 20 , D , 8 , 16 , D , D , 5 , D , 5 , 38 , - , - , D , D , 17 , 22 , - , 4 , 3 , 9 
Iceland, 69 , D , - , D , - , 8 , - , D , - , D , 12 , - , - , - , - , D , D , - , - , D , - , 3 , 3 , 3 , 4 , - , - , D , - , D , D , - , D , - , 5 , 3 , D , - , - , D , D , - , - , - , D , D , D , - , - , - , - , 3 , D , - , - , - , 1 
India," 52,194 ", 279 , 14 , 653 , 163 ," 10,925 ", 403 , 808 , 223 , 30 ," 1,911 "," 1,772 ", D , 12 , 38 ," 2,921 ", 498 , 238 , 278 , 219 , 176 , 34 , 771 ," 1,524 "," 1,255 ", 542 , 120 , 479 , 12 , 127 , 121 , 156 ," 6,090 ", 66 ," 3,283 "," 1,425 ", 11 ," 1,323 ", 199 , 359 ," 2,062 ", D , 54 , 340 , 16 , 498 ," 5,695 ", - , D , 91 , 29 ," 1,746 "," 1,384 ", 39 , 447 , 4 , 326 
Indonesia," 1,807 ", 6 , 3 , 24 , 9 , 659 , 59 , 10 , 3 , 3 , 64 , 44 , D , 11 , 6 , 30 , 9 , 11 , 7 , 11 , 10 , D , 31 , 31 , 20 , 19 , 6 , 8 , - , 3 , 21 , 34 , 48 , 4 , 146 , 17 , D , 28 , 6 , 25 , 105 , - , D , 9 , - , 15 , 112 , - , - , 4 , - , 31 , 71 , - , 7 , 3 , 17 
Iran," 8,409 ", 26 , 3 , 145 , 7 ," 4,251 ", 66 , 44 , 3 , 22 , 267 , 211 , - , D , 15 , 153 , 31 , 22 , 42 , 34 , 15 , 9 , 225 , 192 , 99 , 31 , 5 , 37 , D , 15 , 79 , 8 , 136 , 17 , 319 , 91 , D , 86 , 59 , 117 , 93 , D , 7 , 23 , 3 , 60 , 629 , - , - , 47 , 3 , 345 , 199 , 11 , 21 , D , 79 
Iraq," 12,448 ", 16 , 4 , 419 , - ," 2,944 ", 135 , 51 , D , D , 269 , 114 , - , 3 , 91 , 624 , 49 , 38 , 32 , 213 , 24 , 152 , 82 , 306 ," 3,119 ", 79 , D , 165 , 4 , 193 , 54 , 46 , 72 , 39 , 340 , 144 , 12 , 309 , 25 , 169 , 166 , D , 8 , 9 , 13 , 210 , 718 , D , - , 79 , 8 , 398 , 231 , 10 , 103 , D , 151 
Ireland," 1,621 ", 4 , - , 10 , 3 , 258 , 14 , 33 , 4 , 5 , 107 , 20 , - , D , D , 98 , 5 , D , 6 , 21 , 5 , D , 16 , 204 , 14 , 8 , D , 7 , - , D , 4 , 19 , 70 , D , 338 , 30 , D , 22 , D , 20 , 85 , - , 10 , 16 , - , 8 , 38 , - , - , D , 3 , 31 , 31 , D , 12 , - , 24 
Israel," 2,743 ", 7 , D , 24 , 3 , 671 , 21 , 24 , D , 7 , 357 , 58 , - , 6 , - , 89 , 6 , 4 , 8 , 5 , 17 , D , 39 , 89 , 39 , 7 , 3 , 22 , D , 6 , 39 , - , 197 , 7 , 514 , 33 , - , 70 , 8 , 16 , 62 , 3 , D , 16 , - , 20 , 102 , - , D , 3 , D , 18 , 46 , D , 12 , - , 53 
Italy," 2,920 ", - , D , 25 , D , 473 , 23 , 94 , 7 , 13 , 355 , 32 , D , 7 , 10 , 97 , 7 , 4 , 7 , 7 , 8 , 5 , 46 , 150 , 47 , 13 , 4 , 15 , D , D , 24 , D , 238 , 9 , 564 , 51 , - , 58 , 8 , 20 , 121 , 8 , 24 , 20 , D , 14 , 89 , D , D , 9 , 5 , 73 , 49 , 10 , 14 , D , 47 
Jamaica," 17,213 ", 49 , 8 , 44 , 8 , 261 , 49 , 976 , 59 , 39 ," 5,161 ", 781 , - , 5 , 7 , 143 , 40 , 7 , 22 , 24 , 41 , 35 , 371 , 545 , 84 , 34 , 28 , 56 , D , 5 , 19 , 25 ," 1,127 ", 3 ," 5,220 ", 191 , 4 , 121 , 26 , 13 , 567 , - , 53 , 124 , D , 45 , 279 , 5 , 8 , 6 , 11 , 238 , 38 , 18 , 44 , 3 , 139 
Japan," 1,869 ", 5 , 4 , 18 , 5 , 658 , 26 , 15 , D , 10 , 66 , 22 , 15 , 129 , 4 , 52 , 9 , 4 , 9 , 16 , 4 , 3 , 15 , 52 , 37 , 11 , D , 10 , 3 , 3 , 16 , 6 , 73 , 4 , 171 , 32 , D , 32 , 8 , 42 , 33 , - , D , 8 , D , 11 , 56 , D , D , 13 , D , 44 , 72 , - , 8 , D , 22 
Jordan," 2,630 ", 17 , - , 36 , 4 , 339 , 16 , 13 , 9 , - , 192 , 37 , - , 3 , D , 292 , 38 , 6 , 32 , 34 , 60 , D , 19 , 36 , 130 , 11 , 11 , 55 , D , 9 , 9 , 5 , 171 , 16 , 162 , 63 , D , 221 , 16 , 13 , 60 , 7 , D , 16 , D , 68 , 215 , - , 3 , 4 , - , 73 , 23 , 3 , 41 , - , 33 
Kazakhstan, 823 , - , 5 , 6 , - , 138 , 12 , 6 , D , - , 89 , 10 , - , D , D , 34 , 3 , D , 6 , 5 , D , 5 , 11 , 42 , 7 , 11 , D , 6 , D , 7 , 7 , - , 41 , - , 106 , 22 , 3 , 17 , 3 , 25 , 37 , - , D , 6 , D , 3 , 43 , - , - , 4 , - , 38 , 43 , - , 4 , - , 6 
Kenya," 4,302 ", 56 , 6 , 58 , 10 , 295 , 54 , 28 , 64 , D , 135 , 201 , - , 8 , 9 , 65 , 70 , 52 , 90 , 37 , 18 , 18 , 145 , 318 , 87 , 323 , 6 , 129 , D , 25 , 30 , 20 , 187 , 15 , 117 , 164 , 14 , 133 , 43 , 39 , 151 , - , D , 27 , 7 , 48 , 603 , - , D , 14 , 9 , 86 , 188 , 7 , 31 , D , 53 
Kiribati, D , D , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , D , - , - , - , - 
"Korea, North", 30 , - , - , - , - , 9 , 3 , - , - , - , 3 , D , - , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , D , - , - , D , - , - , - , - , 3 , - , - , - , - , 1 
"Korea, South"," 16,031 ", 139 , 40 , 126 , 11 ," 5,140 ", 192 , 116 , 28 , 23 , 282 , 822 , 39 , 164 , 22 , 638 , 97 , 33 , 62 , 40 , 35 , 10 , 441 , 286 , 275 , 52 , 24 , 87 , 7 , 23 , 112 , 14 ," 1,397 ", 27 ," 1,635 ", 270 , 7 , 173 , 79 , 140 , 424 , 3 , 21 , 45 , 3 , 110 , 784 , 8 , 12 , 45 , 4 , 725 , 492 , 5 , 47 , - , 195 
Kosovo, 451 , - , D , 7 , - , 16 , D , 25 , - , - , 36 , 12 , - , - , D , 25 , D , 6 , - , 6 , - , - , 3 , 11 , 25 , 6 , - , 9 , - , D , - , - , 23 , - , 161 , D , D , 8 , 5 , D , 10 , - , - , D , - , 4 , 18 , - , - , - , - , 7 , D , - , 11 , - , 3 
Kuwait, 789 , 4 , - , 5 , 5 , 111 , 6 , 7 , 4 , D , 47 , 23 , - , - , D , 54 , 9 , D , D , 11 , 15 , 6 , 15 , 29 , 46 , 7 , 5 , 8 , - , D , 6 , D , 36 , 3 , 48 , 20 , - , 28 , 4 , 5 , 22 , D , - , 5 , - , 18 , 95 , - , D , 4 , - , 30 , 15 , D , 10 , - , 9 
Kyrgyzstan, 483 , - , 5 , 4 , D , 69 , D , 5 , - , - , 37 , 4 , - , D , 3 , 47 , 3 , - , D , 3 , D , - , 4 , 25 , D , 9 , D , 5 , D , D , 6 , - , 19 , D , 67 , 9 , - , 12 , 3 , 14 , 25 , D , 3 , 6 , - , - , 26 , - , - , D , - , 13 , 35 , - , D , D , 6 
Laos," 2,027 ", 5 , 29 , 9 , 50 , 533 , 18 , 26 , - , - , 55 , 39 , - , 8 , 5 , 23 , 4 , 56 , 40 , 7 , 5 , 3 , 3 , 29 , 37 , 312 , D , 14 , 3 , 9 , 11 , 18 , 6 , D , 25 , 75 , - , 28 , 26 , 39 , 21 , - , 39 , 8 , D , 50 , 44 , - , - , 14 , - , 17 , 44 , D , 222 , - , 10 
Latvia, 315 , - , 5 , 4 , D , 45 , 6 , 4 , 3 , 4 , 46 , 7 , - , - , - , 20 , 4 , D , D , D , - , - , 4 , 17 , 3 , D , D , 4 , D , - , D , - , 22 , - , 30 , 7 , - , 7 , D , 5 , 9 , D , D , - , - , 4 , 3 , - , - , - , - , 9 , 12 , - , 13 , - , 4 
Lebanon," 2,339 ", 7 , D , 25 , D , 418 , 5 , 26 , D , 4 , 170 , 32 , - , 3 , - , 53 , 16 , 4 , 16 , 19 , 13 , - , 16 , 172 , 548 , 9 , D , 14 , D , 3 , 12 , 10 , 55 , D , 105 , 32 , D , 122 , 20 , 21 , 43 , D , 12 , 21 , D , 26 , 150 , - , - , 3 , - , 72 , 20 , D , 6 , - , 21 
Lesotho, D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , D , D , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , D , - , - , - , - , - , - , D , - , - , - , - , D , - , - , - , - , - 
Liberia," 2,752 ", 6 , - , 37 , 3 , 66 , 13 , 18 , 36 , 4 , 35 , 112 , - , D , D , 30 , 34 , 103 , 3 , 47 , 4 , - , 148 , 106 , 36 , 279 , D , 35 , D , 9 , 9 , 10 , 273 , D , 120 , 120 , 44 , 83 , 11 , 15 , 507 , - , 112 , 15 , 24 , 18 , 111 , - , - , 4 , - , 59 , 9 , 4 , 11 , - , 21 
Libya, 308 , D , - , 14 , D , 43 , 7 , 7 , - , D , 21 , 6 , - , - , - , 11 , 3 , D , 3 , 4 , 3 , D , D , 10 , 15 , D , D , 9 , D , - , 6 , - , 10 , - , 9 , 11 , - , 22 , 3 , 4 , 8 , - , D , D , - , 5 , 22 , - , - , - , - , 12 , 12 , 7 , 5 , - , - 
Liechtenstein, D , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Lithuania, 699 , - , D , 4 , - , 45 , 8 , 17 , - , D , 69 , 19 , - , D , D , 252 , 5 , D , D , - , D , 3 , D , 20 , 8 , 4 , - , 5 , - , D , D , D , 57 , D , 62 , 7 , - , 20 , D , D , 22 , - , 5 , 5 , - , D , 10 , - , - , - , - , 14 , 6 , - , 6 , - , 3 
Luxembourg, 20 , - , - , - , - , D , - , - , - , - , D , - , - , - , - , - , - , - , D , - , - , - , - , - , D , - , - , - , D , - , D , - , D , - , 5 , - , - , D , - , D , - , - , - , - , - , - , 3 , - , - , - , - , - , D , D , - , - , - 
Macau, 79 , - , - , - , - , 39 , - , - , - , - , D , D , - , D , - , D , D , - , - , - , - , - , - , 4 , - , D , D , D , - , - , D , - , D , - , 14 , - , - , D , - , D , - , - , - , - , - , - , 3 , - , D , - , - , - , D , - , - , - , 2 
Macedonia, 669 , - , 14 , 6 , D , 21 , 7 , 42 , - , - , 56 , 5 , - , - , - , 75 , 33 , 7 , D , D , - , - , - , 8 , 43 , - , - , 5 , D , D , 4 , D , 156 , D , 68 , 3 , - , 26 , - , 4 , 12 , 3 , - , 4 , - , D , 13 , - , - , - , D , 14 , 5 , D , 21 , - , 3 
Madagascar, 53 , D , - , - , - , 5 , D , - , - , D , D , 4 , - , - , D , - , - , - , - , - , - , - , 5 , D , D , 3 , - , - , - , - , - , - , 5 , - , 5 , D , - , D , - , - , D , - , - , - , - , - , D , - , - , D , - , 9 , - , - , - , - , 1 
Malawi, 114 , - , - , D , D , 7 , - , D , - , - , 5 , - , - , - , - , 3 , 12 , - , 3 , - , - , 3 , 14 , 5 , 3 , D , - , 4 , - , D , - , - , 3 , - , 5 , 6 , - , 3 , 4 , - , 3 , - , - , D , - , 4 , 12 , - , - , - , - , 3 , D , - , - , D , 1 
Malaysia," 1,388 ", 7 , D , 18 , 7 , 329 , 22 , 11 , D , D , 46 , 39 , D , 6 , 4 , 38 , 10 , 8 , 15 , 7 , 10 , D , 20 , 33 , 26 , 23 , 3 , 19 , D , 10 , 8 , 4 , 47 , 4 , 256 , 22 , - , 23 , 29 , 17 , 32 , - , 4 , 4 , D , 9 , 107 , - , - , D , D , 32 , 42 , 3 , 12 , - , 8 
Maldives, D , - , - , - , - , - , - , - , - , - , D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Mali, 398 , - , - , D , - , 4 , 7 , D , D , D , 9 , 6 , - , D , - , 7 , 11 , D , 3 , D , D , D , 27 , D , 9 , 3 , D , D , - , 3 , D , - , 15 , - , 122 , 19 , D , 32 , D , D , 50 , - , 5 , D , - , 4 , 21 , - , - , D , D , 4 , 7 , - , D , - , 3 
Malta, 51 , - , - , D , - , 11 , D , - , - , - , 3 , - , - , - , - , - , D , D , - , - , D , D , D , - , 4 , - , - , - , - , - , - , D , 4 , - , 10 , D , - , - , D , D , D , D , - , - , - , - , D , - , - , - , - , D , - , - , - , - , - 
Marshall Islands, 21 , - , D , - , - , - , - , - , - , - , 3 , D , D , D , - , D , - , - , D , - , D , - , - , - , - , - , - , D , - , - , - , - , - , - , - , D , - , - , D , D , - , - , - , - , - , - , 3 , - , - , - , - , - , D , - , - , - , 1 
Mauritania, 252 , - , D , D , D , D , 7 , 3 , D , - , D , 4 , - , D , - , 6 , 4 , - , - , 15 , 7 , - , D , 7 , D , - , D , D , - , - , D , - , D , - , 45 , D , D , 83 , D , - , 14 , - , D , - , - , 14 , 4 , - , - , - , - , 10 , D , - , - , - , 1 
Mauritius, 70 , D , - , D , - , 10 , - , 5 , - , D , 8 , D , - , - , - , - , - , - , D , - , - , - , 4 , - , D , D , D , - , - , - , D , - , D , - , 12 , D , - , 4 , - , - , 5 , - , - , - , - , - , 7 , - , - , - , - , D , D , - , - , - , - 
Mexico," 131,977 ", 360 , 67 ," 6,052 ", 716 ," 53,523 "," 2,327 ", 297 , 148 , 32 ," 3,643 "," 1,869 ", 4 , 49 , 808 ," 6,793 "," 1,082 ", 650 ," 1,133 ", 316 , 286 , 18 , 284 , 260 , 973 , 571 , 215 , 592 , 31 , 641 ," 2,282 ", 42 , 894 ," 2,346 "," 1,779 "," 1,639 ", 30 , 531 ," 1,214 "," 1,985 ", 627 , 61 , 59 , 419 , 30 , 767 ," 27,330 ", 4 , 3 , 960 , 6 , 578 ," 2,662 ", 40 ," 1,011 ", 76 , 862 
