Supplemental Table 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSONS NATURALIZED BY STATE OR TERRITORY OF RESIDENCE AND REGION AND COUNTRY OF BIRTH: FISCAL YEAR 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region and country of birth,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Djibouti, 94 , - , - , D , - , D , D , - , - , - , - , 4 , - , - , - , D , - , - , D , 5 , - , 7 , D , D , D , 33 , - , D , - , - , - , - , - , - , 4 , - , D , D , - , D , D , - , - , - , - , D , D , - , - , D , D , - , 9 , - , 7 , - , D 
Dominica, 391 , D , - , D , D , 6 , D , 7 , - , - , 60 , 19 , - , D , - , 3 , - , D , - , - , D , - , 17 , 14 , 4 , D , - , D , - , - , - , - , 34 , - , 76 , 7 , - , D , 3 , - , 6 , D , - , D , - , D , 33 , - , 58 , - , - , 10 , D , - , - , - , 14 
Dominican Republic," 18,675 ", 24 , 26 , 49 , 10 , 90 , 21 , 403 , 24 , 45 ," 2,298 ", 226 , D , D , 5 , 48 , 48 , 8 , 5 , 9 , 104 , 4 , 268 ," 2,220 ", 69 , 36 , 14 , 24 , D , 10 , 48 , 60 ," 2,319 ", 6 ," 6,777 ", 243 , D , 87 , 9 , 7 ," 1,096 ", 712 , 351 , 46 , - , 51 , 242 , 3 , 50 , 52 , D , 101 , 12 , 4 , 15 , 3 , 287 
Ecuador," 5,204 ", 6 , - , 37 , 3 , 227 , 12 , 238 , D , 4 , 869 , 70 , - , 3 , 6 , 169 , D , 14 , 7 , 7 , 21 , - , 116 , 95 , 13 , 116 , 3 , 7 , D , 7 , 32 , 4 , 800 , 5 ," 1,582 ", 131 , - , 28 , 8 , 5 , 102 , 13 , 6 , 37 , - , 22 , 161 , D , - , 47 , D , 62 , 19 , - , 12 , - , 71 
Egypt," 6,336 ", 25 , - , 57 , 5 ," 1,272 ", 15 , 46 , 13 , 8 , 376 , 80 , - , D , D , 92 , 53 , 15 , 18 , 10 , 26 , D , 89 , 251 , 71 , 61 , 5 , 27 , D , 7 , 34 , 8 , 837 , 7 , 657 , 137 , D , 101 , 7 , 30 , 207 , - , 5 , 36 , 4 , 603 , 477 , D , - , 4 , D , 348 , 92 , 3 , 12 , D , 93 
El Salvador," 12,606 ", 26 , D , 151 , 214 ," 3,697 ", 92 , 40 , 9 , 124 , 477 , 306 , D , D , 18 , 84 , 89 , 71 , 41 , 20 , 45 , D ," 1,352 ", 414 , 18 , 76 , 4 , 41 , D , 60 , 319 , 8 , 273 , 9 , 705 , 332 , D , 34 , 12 , 35 , 58 , 7 , 19 , 33 , 13 , 101 ," 1,740 ", - , - , 131 , D ," 1,013 ", 90 , 10 , 12 , 4 , 169 
Equatorial Guinea, 18 , - , - , D , - , D , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , 5 , - , - , D , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , 4 , - , - , - , - , - , - , - , - , - , D 
Eritrea," 1,597 ", 3 , D , 25 , - , 157 , 57 , 4 , - , 45 , 13 , 86 , - , - , 4 , 14 , 17 , 62 , 20 , 12 , 9 , D , 120 , 28 , 14 , 51 , D , 12 , D , 6 , 60 , D , 6 , D , 17 , 68 , 3 , 66 , 5 , 12 , 27 , - , - , D , 34 , 17 , 245 , D , D , 9 , - , 91 , 143 , D , 4 , - , 17 
Estonia, 157 , - , - , D , - , 28 , D , D , - , D , 28 , D , - , - , D , 7 , D , - , - , - , D , - , 9 , D , - , - , - , - , - , D , 3 , - , 5 , - , 17 , 5 , - , 4 , D , D , - , - , D , D , - , 3 , 7 , - , - , - , - , 8 , 7 , - , D , - , D 
Eswatini, 5 , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , D , D , - , - , - , - 
Ethiopia," 7,385 ", 15 , 9 , 89 , D , 469 , 311 , 19 , 5 , 234 , 68 , 543 , - , - , 9 , 80 , 39 , 61 , 53 , 28 , 11 , 6 ," 1,075 ", 144 , 34 , 852 , D , 52 , D , 37 , 314 , D , 25 , 3 , 80 , 107 , 10 , 199 , 13 , 68 , 89 , - , D , 18 , 56 , 158 , 610 , 4 , - , 23 , - , 663 , 543 , 5 , 27 , D , 120 
Fiji, 624 , - , - , 5 , D , 453 , 4 , - , - , - , 3 , - , - , 4 , - , - , - , D , D , - , - , - , D , D , - , - , - , D , - , - , 7 , - , - , D , 7 , D , - , D , - , 12 , 12 , - , - , - , - , D , 13 , D , - , 4 , - , 5 , 75 , - , - , D , 5 
Finland, 250 , D , D , 5 , D , 47 , 9 , 5 , - , D , 23 , 9 , - , D , - , 4 , - , - , - , D , D , D , 7 , 9 , 5 , 7 , - , D , D , - , 5 , 5 , 5 , D , 20 , 11 , D , 4 , - , 4 , D , - , - , D , D , 3 , 25 , - , - , D , - , 8 , 8 , - , D , - , D 
France," 2,553 ", 9 , D , 48 , 9 , 539 , 42 , 30 , 4 , 25 , 354 , 54 , - , 6 , 10 , 70 , 13 , 3 , 9 , 5 , 19 , 3 , 75 , 112 , 27 , 36 , D , 18 , D , 3 , 47 , 3 , 57 , 7 , 364 , 52 , D , 23 , 6 , 25 , 44 , 6 , 4 , 22 , D , 21 , 164 , D , D , 18 , 10 , 48 , 57 , - , 13 , D , 28 
French Polynesia, 15 , - , - , - , - , 5 , - , - , - , - , - , - , - , 4 , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , D , - , - , D , - , - , - , - , - , - , - 
Gabon, 87 , D , - , D , - , D , 3 , D , - , - , D , 6 , - , - , D , D , D , D , - , D , - , - , 10 , 3 , D , D , - , - , - , - , D , - , - , - , 7 , 3 , - , 3 , D , - , 4 , - , - , - , - , 4 , 19 , D , - , D , - , 3 , D , - , - , - , - 
Gambia, 610 , 4 , - , 3 , D , 8 , 3 , 3 , D , - , 4 , 57 , - , - , - , D , D , D , 4 , 7 , D , - , 57 , 15 , 7 , 26 , - , D , - , - , D , - , 5 , - , 130 , 22 , 6 , 26 , D , D , 14 , - , 8 , D , - , 9 , 31 , - , - , D , - , 8 , 91 , - , 30 , - , 13 
Georgia, 709 , - , D , D , D , 96 , 8 , 16 , 5 , D , 39 , 11 , - , D , - , 15 , D , D , 4 , D , D , - , 22 , 17 , D , D , D , D , - , - , 3 , - , 76 , - , 277 , 4 , - , 9 , D , D , 40 , - , - , 3 , - , D , 9 , - , - , 5 , - , 10 , 14 , - , D , - , 5 
Germany," 3,162 ", 57 , 11 , 88 , 13 , 513 , 99 , 32 , 6 , 8 , 336 , 101 , 3 , 15 , 16 , 80 , 29 , 18 , 13 , 17 , 21 , 11 , 74 , 78 , 75 , 54 , 12 , 29 , 3 , 3 , 42 , 7 , 76 , 19 , 199 , 123 , D , 42 , 20 , 29 , 84 , D , 3 , 65 , D , 70 , 265 , 11 , D , 23 , 4 , 81 , 106 , D , 19 , 6 , 46 
Ghana," 4,973 ", 13 , D , 39 , 8 , 110 , 75 , 131 , 33 , 6 , 66 , 236 , - , 4 , D , 176 , 22 , 15 , 23 , 28 , 15 , D , 533 , 300 , 32 , 94 , 9 , 30 , 3 , D , 13 , 9 , 360 , D , 909 , 111 , 29 , 294 , 26 , 12 , 121 , - , 12 , 17 , 3 , 64 , 336 , 13 , - , 21 , - , 448 , 53 , 4 , 13 , D , 94 
Gibraltar, D , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , D , - , - 
Greece, 828 , D , D , 9 , 3 , 88 , 8 , 14 , 4 , 5 , 72 , 11 , - , D , D , 53 , 5 , - , - , - , 7 , - , 38 , 83 , 17 , 7 , D , 3 , - , D , 9 , D , 31 , D , 169 , 10 , - , 19 , - , 3 , 33 , D , D , 9 , D , 5 , 34 , D , - , 3 , D , 18 , 4 , - , 10 , - , 29 
Greenland, D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Grenada, 478 , D , - , D , - , 5 , D , 5 , D , D , 30 , 17 , - , - , D , D , D , - , - , D , - , - , 29 , 5 , D , D , - , - , - , - , D , - , 18 , D , 286 , 4 , - , - , - , - , 6 , - , - , 3 , - , 3 , 19 , - , 7 , - , - , 7 , 3 , - , - , - , 15 
Guatemala," 6,421 ", 54 , 3 , 110 , 43 ," 2,030 ", 73 , 97 , 9 , 19 , 498 , 191 , - , D , 11 , 167 , 35 , 59 , 39 , 24 , 41 , - , 281 , 277 , 35 , 41 , 10 , 27 , D , 71 , 174 , D , 185 , 18 , 317 , 133 , 3 , 38 , 46 , 58 , 65 , 5 , 111 , 34 , 21 , 78 , 403 , D , - , 83 , D , 213 , 73 , 3 , 17 , 4 , 87 
Guinea, 771 , 6 , - , 6 , - , 10 , D , 8 , D , D , 3 , 42 , - , - , D , 7 , 16 , 9 , 3 , 5 , - , - , 62 , 15 , 8 , 15 , D , 3 , - , D , 3 , D , 22 , - , 313 , 11 , - , 53 , - , D , 46 , - , D , D , D , 16 , 24 , - , - , - , D , 10 , 19 , - , D , - , 18 
Guinea-Bissau, 20 , - , - , - , - , D , - , D , - , - , D , - , - , - , - , - , - , D , - , - , - , - , - , 10 , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , D , - 
Guyana," 3,631 ", 4 , D , 10 , - , 28 , 3 , 57 , 8 , 9 , 399 , 126 , - , D , 3 , 11 , 5 , D , D , 4 , 10 , - , 142 , 26 , 4 , 56 , - , 8 , - , D , 5 , - , 248 , - ," 2,180 ", 25 , - , 15 , D , D , 37 , - , - , 9 , - , 9 , 56 , D , 5 , D , D , 28 , 4 , - , - , - , 85 
Haiti," 10,865 ", 25 , - , 28 , D , 57 , 10 , 241 , 40 , 6 ," 5,457 ", 220 , - , D , 4 , 53 , 58 , 12 , 11 , 22 , 47 , 3 , 249 ," 1,258 ", 16 , 7 , 4 , 25 , D , 3 , 12 , 11 , 628 , - ," 1,524 ", 84 , 6 , 33 , - , 8 , 239 , D , 30 , 10 , - , 35 , 56 , D , 11 , 15 , - , 66 , 16 , 3 , 4 , - , 212 
Honduras," 5,150 ", 26 , 5 , 46 , 25 , 462 , 30 , 47 , 5 , 12 ," 1,211 ", 159 , - , - , D , 76 , 52 , 19 , 18 , 11 , 293 , - , 187 , 120 , 23 , 32 , 24 , 29 , D , 13 , 58 , 5 , 194 , 6 , 429 , 221 , D , 32 , 19 , 17 , 55 , 7 , 7 , 59 , 6 , 84 , 653 , 3 , D , 27 , - , 204 , 48 , 3 , 25 , - , 57 
Hong Kong," 1,545 ", 7 , D , 19 , 4 , 594 , 9 , 10 , 5 , D , 41 , 20 , - , 19 , 3 , 30 , 9 , D , 10 , D , 4 , - , 31 , 77 , 11 , 11 , 3 , 5 , - , D , 39 , - , 34 , - , 201 , 24 , - , 14 , D , 5 , 39 , - , D , 6 , D , 4 , 92 , - , D , 13 , - , 21 , 88 , - , 9 , - , 23 
Hungary, 754 , D , D , 25 , 3 , 109 , 8 , 11 , - , 4 , 171 , 16 , - , 7 , D , 16 , 9 , D , D , 5 , 5 , D , 16 , 13 , 12 , 10 , D , 5 , D , D , 25 , - , 37 , D , 71 , 19 , - , 25 , - , 7 , 16 , D , - , D , D , 7 , 29 , D , - , 6 , D , 14 , 14 , D , 8 , - , 8 
Iceland, 69 , D , - , D , - , 17 , D , - , - , - , 7 , D , - , - , - , D , - , - , - , - , - , - , 7 , 5 , D , D , - , - , D , - , D , - , 5 , - , 5 , D , - , - , 3 , - , - , D , - , - , - , - , 3 , - , - , - , - , D , D , - , - , - , D 
India," 48,109 ", 320 , 3 , 641 , 197 ," 9,822 ", 375 , 573 , 151 , 52 ," 1,384 "," 2,426 ", D , 13 , 31 ," 2,514 ", 530 , 185 , 178 , 121 , 169 , 26 ," 1,492 "," 1,605 ", 848 , 633 , 100 , 365 , 3 , 85 , 189 , 78 ," 3,752 ", 70 ," 1,972 "," 1,731 ", 14 , 964 , 114 , 215 ," 1,554 ", D , 35 , 368 , 17 , 691 ," 6,969 ", 4 , 5 , 153 , 13 ," 1,897 "," 1,766 ", 32 , 307 , 8 , 346 
Indonesia," 1,359 ", 5 , D , 15 , 8 , 432 , 42 , 7 , D , D , 57 , 51 , D , D , D , 25 , 9 , D , 5 , 5 , 13 , D , 46 , 21 , 9 , 13 , D , 6 , D , 5 , 21 , 13 , 33 , 3 , 76 , 19 , D , 29 , 8 , 15 , 64 , - , - , 6 , - , 26 , 123 , D , - , 11 , - , 31 , 70 , D , 8 , D , 7 
Iran," 8,828 ", 33 , D , 161 , 14 ," 4,244 ", 69 , 38 , 6 , 22 , 224 , 233 , D , 6 , 18 , 159 , 27 , 8 , 26 , 33 , 26 , 3 , 352 , 150 , 63 , 52 , 4 , 30 , D , 16 , 200 , 5 , 83 , 18 , 190 , 120 , 6 , 70 , 43 , 69 , 51 , D , 8 , 28 , 4 , 83 , 942 , D , - , 86 , 4 , 425 , 261 , 7 , 25 , D , 76 
Iraq," 12,321 ", 23 , 6 , 938 , 10 ," 1,696 ", 238 , 60 , - , 4 , 253 , 177 , - , D , 90 , 542 , 50 , 78 , 47 , 180 , 44 , 97 , 157 , 340 ," 1,627 ", 243 , D , 136 , D , 196 , 84 , 35 , 34 , 28 , 376 , 160 , 23 , 279 , 33 , 149 , 167 , - , 26 , 16 , 15 , 360 ," 1,871 ", D , - , 218 , 15 , 409 , 515 , D , 105 , - , 163 
Ireland," 1,179 ", - , D , 22 , D , 208 , 25 , 26 , D , 8 , 66 , 20 , - , - , D , 55 , 13 , D , 4 , 9 , 5 , 3 , 16 , 135 , 5 , 12 , D , 7 , D , - , 9 , 3 , 42 , D , 188 , 39 , - , 9 , D , 10 , 41 , - , 6 , 8 , D , 14 , 48 , D , - , 7 , D , 26 , 40 , - , 5 , - , 28 
Israel," 2,363 ", 13 , - , 38 , D , 501 , 21 , 14 , - , 5 , 345 , 46 , - , 5 , D , 58 , 7 , D , 5 , 7 , 14 , D , 68 , 58 , 23 , 16 , D , 12 , D , D , 78 , 4 , 113 , 5 , 473 , 35 , - , 29 , 3 , 17 , 43 , D , D , 16 , - , 11 , 116 , D , D , 6 , 3 , 23 , 63 , - , 8 , D , 47 
Italy," 2,324 ", 12 , D , 40 , - , 374 , 33 , 59 , 3 , 8 , 332 , 40 , - , 10 , 7 , 75 , 18 , 6 , 7 , 3 , 6 , D , 40 , 106 , 47 , 13 , 3 , 7 , - , D , 38 , 7 , 109 , 10 , 377 , 49 , D , 42 , - , 19 , 82 , 5 , 12 , 17 , D , 7 , 101 , 11 , - , 17 , D , 70 , 36 , D , 18 , - , 37 
Jamaica," 13,465 ", 61 , 7 , 44 , 7 , 194 , 27 , 678 , 45 , 21 ," 4,107 ", 835 , D , 9 , 3 , 115 , 22 , 5 , 16 , 9 , 54 , 25 , 545 , 451 , 48 , 33 , 37 , 42 , 3 , 5 , 41 , 12 , 658 , 7 ," 3,514 ", 179 , 6 , 74 , 15 , 14 , 410 , D , 23 , 80 , D , 54 , 334 , 15 , 10 , 13 , 14 , 222 , 32 , 7 , 38 , D , 240 
Japan," 1,584 ", 6 , D , 41 , 5 , 515 , 21 , 14 , D , 5 , 42 , 30 , 9 , 104 , 5 , 33 , 8 , D , 8 , 3 , 8 , 5 , 29 , 37 , 29 , 11 , D , 6 , D , 3 , 44 , D , 42 , 5 , 135 , 22 , D , 24 , 3 , 16 , 23 , - , D , 8 , D , 18 , 86 , D , D , 13 , - , 46 , 79 , - , 8 , - , 17 
Jordan," 2,607 ", 34 , - , 51 , 13 , 345 , 21 , 21 , D , 4 , 162 , 35 , - , - , D , 287 , 37 , 12 , 15 , 19 , 101 , D , 34 , 37 , 89 , 21 , 6 , 42 , D , 4 , 12 , 7 , 121 , 14 , 132 , 69 , D , 185 , 9 , 11 , 55 , 5 , D , 16 , - , 64 , 279 , D , 5 , 6 , - , 97 , 36 , D , 41 , - , 43 
Kazakhstan, 803 , 4 , D , 13 , - , 114 , 16 , 5 , - , - , 84 , 17 , - , 3 , D , 36 , 5 , D , D , 3 , 6 , D , 23 , 16 , 4 , 9 , - , 5 , D , 3 , 10 , D , 26 , - , 113 , 20 , D , 13 , D , 17 , 28 , - , - , 6 , D , 8 , 64 , - , - , D , D , 24 , 77 , - , 3 , D , 9 
Kenya," 4,186 ", 68 , D , 98 , 6 , 261 , 70 , 21 , 38 , 13 , 64 , 196 , D , D , 5 , 41 , 59 , 52 , 68 , 20 , 13 , 16 , 216 , 255 , 40 , 531 , 4 , 125 , - , 34 , 29 , 17 , 97 , 8 , 96 , 150 , 18 , 108 , 36 , 34 , 92 , - , 4 , 13 , 6 , 96 , 581 , 4 , - , 26 , 3 , 72 , 268 , 6 , 37 , D , 65 
Kiribati, 7 , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 4 , - , - , - , - , - , - , - 
"Korea, North", 17 , D , - , D , - , 5 , - , - , - , - , - , D , - , - , - , D , - , - , D , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , D , - , - , - , D 
"Korea, South"," 11,350 ", 289 , 26 , 112 , 22 ," 3,176 ", 132 , 57 , 19 , 16 , 189 , 991 , 20 , 136 , 12 , 328 , 46 , 21 , 31 , 22 , 21 , 3 , 575 , 226 , 130 , 64 , 18 , 58 , 7 , 11 , 163 , 7 , 608 , 25 , 807 , 178 , - , 105 , 31 , 78 , 257 , D , 12 , 38 , D , 109 , 834 , 23 , 5 , 72 , D , 551 , 517 , 4 , 33 , 4 , 126 
Kosovo, 482 , D , D , 11 , 3 , 9 , 3 , 25 , - , - , 23 , 8 , - , - , - , 24 , - , D , D , 8 , 3 , - , 7 , 12 , 24 , - , - , - , - , - , D , D , 29 , D , 167 , 3 , D , 4 , 7 , - , 12 , - , - , D , D , 4 , 39 , D , - , 3 , - , 11 , 8 , - , 19 , - , D 
Kuwait, 840 , 7 , - , 16 , D , 124 , 13 , 9 , D , D , 39 , 18 , - , D , - , 44 , 9 , D , 6 , 11 , 19 , 14 , 13 , 36 , 31 , 15 , - , 12 , - , D , 5 , D , 35 , 4 , 44 , 21 , - , 32 , - , 13 , 22 , - , D , 5 , D , 20 , 105 , - , D , 8 , - , 34 , 23 , - , 9 , - , 12 
Kyrgyzstan, 411 , D , D , D , D , 46 , 9 , D , - , D , 22 , 7 , - , - , 3 , 47 , D , - , - , D , 3 , - , 14 , 23 , D , 5 , D , 3 , - , - , 5 , - , 6 , D , 70 , 7 , D , 13 , D , 13 , 16 , - , D , 7 , - , 5 , 22 , D , - , D , - , 11 , 24 , D , 3 , - , 3 
Laos," 1,704 ", 16 , 12 , 18 , 40 , 320 , 26 , 12 , - , D , 39 , 47 , - , 6 , 5 , 26 , 3 , 41 , 36 , 3 , 10 , D , 7 , 45 , 13 , 305 , - , 7 , - , 4 , 20 , 4 , D , D , 4 , 98 , - , 22 , 17 , 64 , 30 , - , 12 , 16 , D , 72 , 65 , - , - , 23 , - , 10 , 47 , D , 128 , - , 24 
Latvia, 241 , D , - , 3 , - , 32 , 4 , D , - , D , 22 , 5 , - , D , D , 19 , 3 , - , - , - , D , - , 10 , 10 , 3 , 4 , - , D , - , D , 4 , - , 9 , - , 38 , 5 , - , - , - , D , 5 , - , - , 3 , D , D , 8 , - , - , D , - , 10 , 23 , - , 6 , - , - 
Lebanon," 1,715 ", 11 , - , 30 , - , 279 , 9 , 10 , - , 13 , 112 , 27 , - , - , D , 30 , 8 , 5 , 6 , 3 , 19 , - , 17 , 123 , 354 , 19 , D , 10 , - , D , 13 , 4 , 41 , 3 , 87 , 34 , - , 63 , 8 , 10 , 31 , - , 6 , 10 , - , 17 , 188 , D , - , 10 , - , 64 , 16 , D , 3 , - , 14 
Lesotho, 7 , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , D , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Liberia," 2,429 ", 11 , 3 , 49 , D , 28 , 23 , 13 , 35 , 6 , 19 , 117 , - , - , D , 22 , 22 , 79 , 4 , 14 , 3 , - , 228 , 95 , 22 , 361 , D , 14 , - , 3 , 9 , 8 , 132 , D , 124 , 95 , 52 , 42 , 11 , D , 360 , - , 63 , 9 , 32 , 12 , 160 , D , - , 7 , D , 51 , 18 , D , 7 , - , 55 
Libya, 309 , - , - , 8 , D , 30 , 22 , 5 , - , - , 15 , 10 , - , - , D , 7 , 3 , 7 , D , D , D , - , D , 12 , 8 , D , - , 6 , - , D , D , - , 7 , - , 14 , 13 , - , 20 , 7 , 5 , 7 , - , D , 4 , D , 8 , 38 , D , - , D , - , 10 , 12 , - , 4 , - , 8 
Lithuania, 529 , D , D , 8 , - , 44 , 7 , 8 , - , D , 52 , 14 , - , D , - , 193 , 3 , - , D , - , - , D , 11 , 23 , 6 , 6 , - , D , - , D , 9 , 3 , 28 , - , 27 , 9 , D , 4 , - , 5 , 5 , - , D , 8 , - , 7 , 6 , D , - , - , D , 12 , 7 , - , 4 , D , 6 
Luxembourg, 20 , - , - , - , - , 3 , - , D , - , - , 5 , - , - , D , D , - , - , D , - , - , - , - , D , - , D , - , - , - , - , - , D , - , - , - , D , - , - , - , - , - , D , - , - , - , - , - , D , - , - , - , - , D , - , - , - , - , - 
Macau, 61 , - , - , - , - , 27 , - , D , - , - , D , - , - , 3 , D , D , - , - , - , - , - , - , - , 3 , - , D , - , - , - , - , 3 , - , - , - , 10 , - , - , - , - , - , D , - , - , - , - , D , D , - , - , D , - , - , 3 , - , D , - , - 
Madagascar, 47 , D , - , D , - , 7 , D , - , - , D , D , - , - , - , - , D , - , - , - , - , - , - , 8 , - , D , 6 , - , - , - , - , - , D , - , - , D , - , - , - , - , D , D , - , - , - , - , - , D , - , - , 3 , - , 8 , - , - , D , - , - 
Malawi, 91 , D , - , D , - , 6 , D , - , - , D , D , 5 , - , - , - , D , 12 , D , - , - , D , - , 10 , D , 9 , 3 , D , - , - , D , - , - , D , - , - , 4 , - , 3 , D , - , D , - , - , - , - , D , 11 , - , - , D , - , 4 , D , - , - , - , D 
Malaysia, 942 , 10 , D , 26 , - , 221 , 15 , 8 , - , D , 38 , 31 , - , 4 , 3 , 35 , 3 , 5 , 11 , D , 10 , - , 19 , 20 , 10 , 21 , D , 6 , - , 4 , 11 , - , 17 , D , 123 , 22 , - , 13 , 11 , 5 , 17 , - , D , 4 , - , 9 , 116 , - , - , 9 , D , 22 , 25 , D , 17 , - , 10 
Maldives, D , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - 
Mali, 390 , - , - , D , - , 5 , 9 , D , D , D , 4 , 20 , - , - , - , 3 , 6 , 4 , D , D , D , - , 55 , D , D , 4 , - , 6 , - , - , D , - , 6 , - , 129 , 8 , D , 16 , D , - , 39 , - , - , D , - , 11 , 21 , - , - , 6 , - , D , 8 , - , 6 , - , 6 
Malta, 37 , - , - , - , - , 7 , - , - , - , - , 4 , D , 5 , - , - , D , - , - , - , - , D , - , - , - , D , D , - , - , - , - , - , - , D , - , 11 , - , - , - , - , D , - , - , - , D , - , - , D , - , - , - , - , - , - , - , - , - , - 
Marshall Islands, 13 , - , - , - , D , - , - , - , - , - , - , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , D , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , D 
Mauritania, 188 , D , - , 3 , - , D , 5 , - , - , - , D , 3 , - , - , - , 3 , 6 , - , D , 8 , 11 , - , 6 , D , 3 , - , - , 4 , - , - , - , - , 5 , - , 25 , D , D , 58 , D , - , 7 , - , - , - , - , 12 , 5 , - , - , - , - , 8 , D , - , - , - , 4 
Mauritius, 55 , - , - , D , - , 9 , D , - , - , - , 6 , 4 , - , - , - , D , D , - , - , D , - , - , 3 , D , - , D , - , D , - , D , - , - , 3 , D , 4 , D , - , - , D , - , - , - , - , - , - , - , 6 , - , D , D , - , D , D , - , - , - , - 
Mexico," 84,081 ", 442 , 39 ," 5,362 ", 705 ," 27,241 "," 1,880 ", 151 , 91 , 24 ," 2,200 "," 1,646 ", D , 41 , 467 ," 3,464 ", 731 , 453 , 835 , 156 , 289 , 16 , 352 , 198 , 542 , 554 , 165 , 353 , 37 , 394 ," 2,267 ", 21 , 365 ," 1,388 ", 896 ," 1,395 ", 31 , 316 , 687 ," 1,025 ", 344 , 43 , 26 , 341 , 35 , 790 ," 20,436 ", 15 , D ," 1,212 ", 10 , 449 ," 1,504 ", 11 , 581 , 68 , 991 
"Micronesia, Federated States", 26 , - , D , - , - , D , D , - , - , - , D , D , 3 , 3 , - , - , - , - , - , - , - , - , D , - , - , - , - , D , - , - , D , - , - , - , D , D , - , - , - , 5 , - , - , - , - , - , - , D , - , - , - , - , D , - , - , - , - , - 
Moldova," 1,494 ", 20 , 13 , 17 , 3 , 193 , 21 , 6 , 6 , D , 177 , 52 , - , 3 , 4 , 196 , 8 , D , D , D , 20 , 3 , 30 , 71 , D , 51 , - , 15 , - , 4 , 32 , 6 , 23 , D , 107 , 41 , 5 , 18 , - , 30 , 27 , - , D , 9 , - , 30 , 43 , - , - , 6 , 9 , 34 , 132 , - , 7 , 3 , 9 
Monaco, 8 , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , D , - , - , - , - , - , - , D , D , - , - , - , - , D , - , - , - , - , - 
Mongolia, 426 , D , - , D , D , 144 , 29 , D , - , D , 12 , D , - , D , D , 69 , 3 , D , D , D , - , - , 12 , D , D , D , - , - , - , - , 4 , - , 3 , - , 3 , 4 , 3 , 3 , - , 3 , D , - , D , - , - , D , 4 , D , - , 9 , - , 58 , 32 , - , 3 , - , - 
Montenegro, 162 , - , - , D , - , 7 , D , D , - , - , D , D , - , - , - , 10 , D , - , - , - , - , - , - , 4 , 22 , D , - , D , - , - , D , - , D , - , 88 , 5 , - , D , - , D , D , - , - , - , - , D , D , - , - , D , - , D , - , - , D , - , - 
