Supplemental Table 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSONS NATURALIZED BY STATE OR TERRITORY OF RESIDENCE AND REGION AND COUNTRY OF BIRTH: FISCAL YEAR 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region and country of birth,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Denmark, 129 , - , D , D , - , 30 , 4 , 3 , - , D , 13 , 4 , - , D , - , 5 , - , D , - , - , D , - , D , D , D , 3 , - , D , D , - , D , - , D , D , 8 , 4 , - , D , D , 3 , 3 , - , - , D , - , D , 9 , - , - , D , D , - , 10 , D , D , - , D 
Djibouti, 26 , - , - , - , - , 3 , 3 , - , - , - , - , D , - , - , - , 4 , D , - , - , D , - , - , - , D , - , 7 , - , - , - , - , - , - , - , - , D , - , - , - , - , - , D , - , - , - , - , D , D , - , - , - , - , - , - , - , - , - , - 
Dominica, 520 , D , 4 , - , - , 13 , D , 12 , - , D , 74 , 25 , - , - , - , 5 , D , - , - , 4 , - , - , 7 , 30 , D , - , D , D , - , D , - , - , 33 , D , 105 , 5 , - , - , 4 , - , 5 , - , D , 7 , - , 4 , 23 , - , 138 , - , - , 7 , - , - , D , - , D 
Dominican Republic," 23,775 ", 8 , 32 , 29 , 6 , 80 , 13 , 361 , 21 , 30 ," 2,478 ", 206 , D , 13 , 3 , 64 , 45 , 5 , 12 , 17 , 70 , 4 , 144 ," 2,042 ", 57 , 30 , 9 , 23 , D , 4 , 37 , 80 ," 3,235 ", 4 ," 10,080 ", 254 , D , 126 , 15 , 3 ," 1,064 "," 1,832 ", 667 , 72 , D , 28 , 127 , 5 , 91 , 34 , D , 118 , 18 , 5 , 31 , - , 36 
East Timor, D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Ecuador," 6,952 ", 5 , 5 , 35 , 6 , 321 , 15 , 263 , 6 , 8 ," 1,040 ", 70 , D , 9 , D , 202 , 15 , 5 , 13 , 8 , 21 , 4 , 88 , 89 , 11 , 95 , 5 , 12 , - , 8 , 25 , 14 ," 1,243 ", 8 ," 2,524 ", 141 , 3 , 29 , 9 , 7 , 127 , 17 , 16 , 49 , - , 17 , 147 , D , - , 59 , D , 97 , 20 , 3 , 16 , - , 16 
Egypt," 5,094 ", 13 , D , 29 , 5 , 804 , 18 , 54 , 12 , 4 , 289 , 50 , - , D , D , 100 , 48 , 10 , 11 , 23 , 19 , 4 , 59 , 195 , 89 , 53 , D , 20 , - , 9 , 26 , 11 , 895 , 9 , 704 , 120 , - , 130 , 8 , 49 , 242 , - , 11 , 46 , - , 306 , 239 , - , - , 4 , 7 , 279 , 51 , 3 , 20 , D , 9 
El Salvador," 15,598 ", 8 , 9 , 129 , 139 ," 6,486 ", 67 , 50 , 8 , 138 , 521 , 219 , - , 8 , 18 , 109 , 49 , 36 , 51 , 20 , 30 , 6 , 807 , 484 , 24 , 88 , 10 , 34 , - , 74 , 331 , 5 , 404 , 23 ," 1,136 ", 307 , D , 43 , 15 , 45 , 62 , 11 , 31 , 42 , 8 , 72 ," 1,999 ", 3 , - , 135 , D ," 1,154 ", 110 , 5 , 12 , D , 19 
Equatorial Guinea, 12 , - , D , D , - , 4 , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , D , - , - , D , - , - 
Eritrea," 1,045 ", - , - , 15 , D , 173 , 30 , D , 5 , 33 , 14 , 42 , - , - , D , 24 , 19 , 9 , D , - , D , - , 65 , 28 , 6 , 51 , - , 24 , D , D , 39 , - , 15 , - , 18 , 37 , D , 44 , D , 12 , 25 , - , 3 , D , 16 , 13 , 85 , - , - , 10 , - , 77 , 90 , D , 5 , - , D 
Estonia, 183 , - , D , - , - , 31 , - , 6 , - , - , 25 , 3 , - , - , D , 10 , D , D , D , D , D , D , 4 , 5 , D , D , - , 5 , - , - , 5 , - , 13 , D , 25 , 3 , - , 3 , - , - , 5 , - , - , D , - , D , 5 , - , - , D , - , 8 , 8 , - , D , - , - 
Ethiopia," 7,002 ", 6 , 5 , 68 , 7 , 653 , 262 , 15 , 3 , 306 , 96 , 457 , - , D , 5 , 127 , 33 , 28 , 47 , 31 , 9 , 13 , 731 , 197 , 37 , 596 , 4 , 51 , - , 29 , 297 , D , 45 , 3 , 125 , 126 , 7 , 207 , 22 , 89 , 129 , D , D , 19 , 63 , 105 , 536 , - , - , 17 , - , 938 , 408 , 8 , 23 , - , 13 
Fiji, 770 , - , - , 6 , - , 605 , - , 3 , - , - , 6 , 6 , - , 6 , - , 5 , - , D , D , - , D , - , - , 4 , - , - , D , D , - , - , 6 , - , D , - , 3 , D , D , 3 , D , 19 , 3 , - , D , 3 , - , D , 9 , - , - , 9 , - , D , 58 , - , - , - , - 
Finland, 274 , - , D , D , D , 58 , D , 5 , - , 3 , 33 , 9 , - , D , D , 8 , - , D , D , D , - , 3 , - , 14 , 3 , 8 , - , D , D , D , D , D , 8 , D , 32 , 8 , - , D , D , 5 , 7 , D , D , 3 , - , D , 17 , - , - , D , D , 10 , 6 , - , D , - , D 
France," 2,589 ", 5 , D , 41 , 3 , 626 , 26 , 42 , 9 , 26 , 296 , 61 , - , 18 , 4 , 83 , 12 , 7 , 7 , 6 , 12 , 5 , 66 , 114 , 31 , 39 , D , 10 , D , D , 22 , 3 , 99 , 16 , 361 , 39 , - , 21 , 6 , 21 , 64 , 4 , 10 , 26 , D , 14 , 153 , D , 8 , 9 , D , 86 , 41 , D , 18 , - , 8 
French Polynesia, 20 , - , - , D , - , 3 , - , - , - , D , D , - , - , 9 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , D , D , - , D , - , - , - , - , - , - , - , - , - , - 
Gabon, 63 , - , - , - , - , D , - , - , - , D , 3 , 4 , - , - , - , 3 , D , D , - , - , - , - , 9 , 3 , D , D , - , D , - , - , D , - , D , - , 6 , D , - , 4 , D , - , D , - , - , 3 , - , - , 9 , - , - , - , - , D , - , - , - , - , - 
Gambia, 510 , D , 8 , D , - , 9 , D , 3 , - , - , 4 , 40 , - , - , D , 3 , D , D , 8 , 8 , D , - , 33 , 10 , 10 , 29 , - , D , - , D , D , - , 10 , D , 127 , 31 , D , 18 , D , D , 13 , - , 11 , 4 , - , 7 , 22 , - , - , - , - , 11 , 49 , - , 23 , - , D 
Georgia, 898 , D , D , - , D , 139 , 6 , 18 , - , D , 31 , 19 , - , D , 4 , 22 , D , D , 3 , - , D , - , 18 , 14 , 3 , 7 , D , D , D , - , 4 , - , 82 , D , 357 , D , D , 14 , D , 3 , 67 , - , D , 5 , - , 3 , 8 , D , - , D , - , 29 , 13 , - , 3 , - , D 
Germany," 4,375 ", 28 , 19 , 74 , 11 , 730 , 123 , 80 , 12 , 18 , 388 , 136 , D , 44 , 7 , 132 , 46 , 22 , 28 , 34 , 25 , 14 , 86 , 148 , 133 , 47 , 16 , 57 , 18 , 14 , 40 , 21 , 151 , 36 , 341 , 131 , 12 , 89 , 15 , 71 , 124 , D , 18 , 73 , 10 , 54 , 270 , 4 , - , 30 , 10 , 191 , 93 , 10 , 58 , 5 , 24 
Ghana," 5,108 ", D , 6 , 26 , 14 , 141 , 65 , 141 , 35 , 12 , 86 , 259 , - , 6 , 6 , 227 , 24 , 9 , 8 , 29 , 13 , D , 383 , 304 , 34 , 69 , 6 , 24 , D , 13 , 22 , 9 , 453 , D ," 1,120 ", 117 , 10 , 319 , 55 , 11 , 126 , - , 17 , 95 , D , 38 , 232 , 6 , - , 6 , 6 , 463 , 26 , 5 , 16 , D , 6 
Gibraltar, 5 , - , - , - , - , - , - , - , - , - , D , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Greece, 780 , D , D , 6 , - , 69 , 8 , 19 , 3 , - , 60 , 11 , - , - , - , 47 , 8 , D , D , D , D , - , 21 , 64 , 27 , 6 , - , 3 , - , D , 11 , 9 , 51 , - , 190 , 18 , D , 16 , D , - , 37 , - , 8 , 11 , - , 5 , 21 , - , D , 5 , D , 15 , 5 , D , 5 , - , 4 
Grenada, 544 , 3 , D , D , - , D , - , D , - , D , 46 , 17 , - , - , - , 3 , - , D , - , D , - , D , 9 , 8 , D , - , D , - , - , - , - , - , 10 , - , 382 , 6 , - , - , 3 , D , 7 , D , D , 3 , - , - , 11 , - , 5 , D , - , 12 , - , - , - , - , D 
Guam, D , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Guatemala," 8,549 ", 15 , 5 , 105 , 36 ," 3,972 ", 55 , 112 , 7 , 15 , 544 , 138 , - , 6 , 5 , 266 , 39 , 23 , 24 , 19 , 37 , 4 , 139 , 353 , 26 , 43 , 6 , 38 , 4 , 110 , 170 , 4 , 294 , 12 , 406 , 115 , D , 26 , 35 , 64 , 50 , 6 , 199 , 28 , 17 , 54 , 495 , 3 , - , 85 , 4 , 227 , 73 , D , 18 , D , 14 
Guinea, 908 , 4 , - , - , - , 13 , 3 , 19 , 4 , 4 , 3 , 66 , - , - , D , 14 , 14 , 3 , D , D , D , - , 69 , 26 , 9 , 17 , D , D , - , - , D , - , 16 , D , 438 , 12 , - , 47 , - , D , 44 , - , 5 , D , - , 20 , 19 , D , - , - , D , 16 , D , - , 3 , - , D 
Guinea-Bissau, 27 , - , - , - , - , D , - , D , - , - , 3 , D , - , - , - , - , - , - , - , - , - , - , D , 5 , - , - , - , - , - , - , - , D , - , - , 3 , - , - , D , - , D , D , - , D , - , - , - , - , - , - , - , - , D , - , - , D , D , - 
Guyana," 4,327 ", 3 , D , 5 , - , 54 , D , 82 , 18 , 11 , 390 , 106 , - , D , - , 20 , 3 , D , D , 4 , 8 , - , 89 , 28 , 6 , 82 , 3 , 6 , - , D , 6 , D , 368 , - ," 2,757 ", 32 , - , 22 , 6 , D , 48 , - , D , 37 , - , 7 , 43 , 3 , 12 , - , - , 39 , 5 , D , 5 , - , 3 
Haiti," 13,676 ", 3 , D , 9 , 3 , 59 , 13 , 282 , 58 , 7 ," 7,063 ", 236 , - , 8 , D , 65 , 23 , D , 7 , 16 , 33 , 4 , 135 ," 1,494 ", 24 , 19 , 5 , 16 , - , 3 , 11 , 13 , 929 , D ," 2,341 ", 69 , - , 33 , 14 , 6 , 292 , 8 , 47 , 70 , D , 27 , 70 , 3 , 23 , 9 , 3 , 77 , 11 , 4 , 4 , D , 18 
Honduras," 4,433 ", 7 , 4 , 29 , 19 , 565 , 24 , 41 , 6 , 12 ," 1,054 ", 85 , - , D , 7 , 68 , 34 , 20 , 13 , 12 , 190 , D , 86 , 126 , 18 , 15 , 9 , 23 , - , 14 , 52 , 10 , 268 , 8 , 468 , 141 , - , 36 , 11 , 14 , 50 , 6 , 14 , 50 , 3 , 50 , 484 , D , - , 31 , D , 206 , 21 , D , 14 , D , 7 
Hong Kong," 1,801 ", D , D , 25 , D , 761 , 9 , 6 , - , D , 64 , 27 , D , 24 , D , 37 , 10 , 3 , 5 , 3 , 5 , 3 , 32 , 90 , 13 , 8 , - , 8 , - , 4 , 32 , 4 , 63 , D , 236 , 22 , - , 21 , 5 , 15 , 16 , - , 3 , 5 , - , 5 , 105 , - , - , 13 , - , 26 , 72 , - , 8 , - , 3 
Hungary, 891 , 3 , D , 12 , D , 143 , 19 , 24 , - , 5 , 182 , 15 , D , 4 , D , 15 , 13 , - , 4 , D , 3 , - , 14 , 27 , 11 , 5 , D , 7 , D , - , 31 , 4 , 57 , 4 , 136 , 12 , D , 16 , - , 4 , 17 , - , 3 , 10 , D , 8 , 25 , - , - , 3 , D , 27 , 9 , - , 5 , - , D 
Iceland, 70 , - , - , D , D , 12 , - , 3 , - , - , 10 , 3 , - , - , D , - , 3 , - , - , - , D , - , - , D , - , D , - , - , - , - , D , - , D , - , 6 , D , - , - , - , D , 3 , - , - , - , - , D , 6 , - , - , D , D , - , 5 , - , D , - , - 
India," 37,854 ", 149 , 5 , 363 , 125 ," 8,327 ", 191 , 587 , 178 , 30 ," 1,400 "," 1,365 ", D , 23 , 29 ," 2,314 ", 386 , 96 , 215 , 195 , 136 , 27 , 864 ," 1,171 ", 924 , 379 , 110 , 316 , 10 , 66 , 130 , 88 ," 4,207 ", 51 ," 2,673 ", 798 , 17 , 873 , 136 , 185 ," 1,524 ", D , 43 , 290 , 18 , 414 ," 3,624 ", 4 , 5 , 103 , 19 ," 1,555 ", 759 , 34 , 264 , 5 , 51 
Indonesia," 1,568 ", 3 , - , 26 , 6 , 589 , 35 , 18 , 3 , D , 49 , 51 , D , 4 , 3 , 32 , 11 , 3 , 8 , 6 , 7 , D , 39 , 20 , 12 , 8 , D , 5 , D , 4 , 16 , 34 , 49 , D , 128 , 16 , - , 21 , 10 , 16 , 76 , - , D , 9 , D , 3 , 115 , - , - , 9 , D , 38 , 59 , - , 7 , D , 5 
Iran," 9,620 ", 17 , 6 , 163 , 7 ," 5,812 ", 61 , 51 , 9 , 15 , 213 , 165 , D , 8 , 26 , 183 , 25 , 16 , 29 , 25 , 19 , 14 , 275 , 142 , 61 , 50 , 8 , 46 , D , 8 , 82 , 5 , 89 , 20 , 301 , 68 , D , 80 , 31 , 54 , 67 , D , 11 , 20 , 4 , 79 , 620 , - , - , 73 , D , 351 , 151 , 14 , 28 , - , 10 
Iraq," 12,377 ", 20 , D , 664 , 11 ," 2,996 ", 131 , 51 , D , 12 , 232 , 144 , - , D , 169 , 762 , 34 , 48 , 51 , 140 , 33 , 96 , 112 , 269 ," 2,742 ", 131 , D , 137 , 5 , 100 , 72 , 31 , 83 , 30 , 243 , 146 , 39 , 202 , 8 , 91 , 236 , - , 11 , 39 , 24 , 223 , 803 , - , - , 178 , 22 , 572 , 148 , 4 , 62 , 3 , 11 
Ireland," 1,413 ", 4 , D , 18 , 3 , 214 , 13 , 36 , 4 , 7 , 74 , 22 , - , D , 3 , 78 , 6 , D , 3 , 6 , 5 , 5 , 16 , 228 , 3 , 9 , D , 7 , - , D , 13 , 20 , 61 , D , 309 , 28 , D , 10 , D , 6 , 55 , - , 4 , 11 , - , 9 , 41 , - , - , 4 , 4 , 25 , 20 , D , 9 , - , 6 
Israel," 3,015 ", D , - , 20 , 4 , 646 , 19 , 13 , 8 , 4 , 377 , 78 , - , D , D , 98 , 21 , 4 , 6 , 7 , 7 , - , 61 , 108 , 39 , 15 , 3 , 13 , D , D , 49 , 4 , 234 , 5 , 654 , 39 , D , 46 , D , 9 , 77 , D , 4 , 13 , - , 14 , 135 , D , D , 6 , - , 53 , 81 , - , 22 , - , 5 
Italy," 2,313 ", 3 , 3 , 32 , 3 , 321 , 21 , 57 , 4 , 13 , 278 , 32 , - , 5 , 3 , 77 , 10 , D , 6 , 4 , 4 , D , 37 , 130 , 60 , 11 , D , 8 , 4 , D , 27 , 4 , 187 , D , 512 , 43 , - , 32 , 3 , 18 , 94 , 8 , 14 , 9 , - , 9 , 60 , - , - , 9 , 4 , 78 , 33 , 7 , 11 , D , 15 
Jamaica," 13,547 ", 17 , 5 , 31 , D , 193 , 27 , 743 , 52 , 34 ," 3,825 ", 685 , D , 9 , D , 215 , 42 , 4 , 11 , 10 , 28 , 11 , 359 , 400 , 71 , 25 , 28 , 35 , D , 4 , 22 , 10 , 813 , D ," 4,407 ", 140 , D , 81 , 58 , 3 , 347 , - , 18 , 194 , 4 , 24 , 202 , 8 , 11 , 14 , 11 , 215 , 26 , 14 , 34 , D , 16 
Japan," 1,635 ", 4 , 3 , 24 , 3 , 550 , 13 , 8 , D , 3 , 43 , 31 , 15 , 154 , 3 , 49 , 18 , D , 4 , 9 , 3 , 4 , 23 , 32 , 25 , 14 , D , 9 , 4 , D , 25 , 3 , 70 , 3 , 193 , 24 , D , 25 , 4 , 15 , 20 , - , 4 , 5 , D , 7 , 56 , - , 3 , 11 , D , 43 , 54 , D , 4 , D , 5 
Jordan," 2,427 ", 3 , D , 45 , 10 , 328 , 9 , 7 , D , 3 , 156 , 26 , - , D , D , 291 , 30 , 7 , 11 , 27 , 48 , D , 27 , 27 , 123 , 31 , 11 , 35 , - , 3 , 11 , 3 , 140 , 5 , 163 , 64 , D , 176 , 9 , 7 , 71 , 8 , 5 , 17 , - , 51 , 235 , - , 7 , 6 , D , 103 , 35 , D , 31 , - , 11 
Kazakhstan, 789 , - , 3 , 9 , D , 133 , 9 , 7 , - , D , 53 , 16 , - , - , 5 , 26 , 5 , D , - , 5 , 7 , 6 , 15 , 32 , 8 , 19 , D , 11 , D , - , 3 , D , 29 , D , 121 , 9 , D , 18 , 5 , 28 , 41 , - , - , 7 , - , 3 , 40 , D , - , 5 , D , 43 , 46 , - , 5 , - , D 
Kenya," 3,885 ", 23 , 5 , 64 , 9 , 287 , 34 , 16 , 49 , 12 , 90 , 228 , - , 5 , 5 , 78 , 66 , 37 , 88 , 22 , 5 , 7 , 189 , 334 , 40 , 358 , 5 , 113 , D , 14 , 29 , 26 , 167 , 5 , 100 , 141 , 9 , 110 , 93 , 16 , 110 , - , 3 , 67 , 6 , 40 , 426 , D , - , 9 , 7 , 135 , 168 , D , 21 , D , 7 
Kiribati, D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - 
"Korea, North", 24 , - , - , D , - , 5 , 3 , - , - , - , - , - , - , D , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , D , - , 4 , - , - , D , - , - , D , - , - , - , - , - , D , - , - , - , - , 3 , D , - , - , - , - 
"Korea, South"," 13,587 ", 55 , 55 , 103 , 21 ," 4,306 ", 152 , 91 , 18 , 13 , 235 , 668 , 42 , 203 , 15 , 651 , 77 , 24 , 27 , 25 , 30 , 13 , 442 , 203 , 230 , 70 , 12 , 72 , 3 , 9 , 121 , 19 ," 1,159 ", 17 ," 1,244 ", 224 , D , 124 , 159 , 72 , 343 , - , 15 , 124 , D , 88 , 659 , 10 , 5 , 31 , 5 , 812 , 396 , 3 , 35 , 3 , 50 
Kosovo, 392 , - , - , 4 , - , 9 , - , 33 , - , - , 18 , 10 , - , - , - , 15 , - , D , - , 11 , D , - , 3 , 8 , 26 , 4 , D , 17 , D , D , D , D , 24 , D , 133 , 7 , - , D , D , D , 11 , - , D , D , D , 4 , 26 , - , - , 4 , - , 3 , D , - , 3 , - , - 
Kuwait, 791 , 6 , - , 17 , D , 105 , 5 , 9 , - , - , 39 , 20 , - , D , 7 , 55 , 8 , 3 , 11 , 9 , 14 , 3 , 10 , 12 , 41 , 14 , D , 6 , - , D , 5 , 3 , 32 , D , 45 , 27 , D , 52 , 7 , 5 , 14 , D , D , 4 , D , 19 , 107 , - , - , 10 , D , 33 , 15 , - , 6 , - , D 
Kyrgyzstan, 305 , - , D , 3 , D , 49 , 6 , 3 , D , D , 10 , 5 , - , 3 , - , 12 , 3 , - , D , 3 , D , - , 4 , 15 , 7 , 8 , - , D , D , - , 6 , - , 16 , - , 36 , D , D , 13 , 3 , 11 , 16 , - , - , 6 , - , D , 8 , - , - , D , D , 20 , 19 , - , D , - , D 
Laos," 2,564 ", 11 , 32 , 5 , 44 , 628 , 16 , 18 , - , - , 43 , 51 , - , 15 , D , 21 , 5 , 22 , 82 , D , 17 , 4 , 3 , 34 , 68 , 520 , - , 4 , - , 8 , 19 , 10 , 4 , D , 18 , 130 , - , 34 , 17 , 44 , 37 , - , 43 , 16 , 4 , 54 , 88 , D , - , 19 , - , 21 , 68 , D , 278 , - , D 
Latvia, 366 , - , D , D , D , 58 , 4 , 6 , - , - , 36 , 14 , - , D , - , 31 , 5 , D , - , - , D , D , 6 , 18 , 5 , 4 , D , 4 , D , - , - , 3 , 19 , - , 59 , 5 , - , 7 , D , 6 , 9 , - , - , D , - , 3 , 11 , - , - , - , - , 14 , 12 , - , 9 , - , 3 
Lebanon," 2,528 ", D , - , 20 , D , 434 , 17 , 29 , D , 7 , 147 , 24 , - , - , D , 61 , 17 , 12 , 15 , 9 , 24 , 3 , 30 , 196 , 579 , 21 , D , 17 , - , 5 , 36 , 15 , 93 , D , 131 , 22 , - , 109 , 12 , 14 , 42 , D , 18 , 5 , D , 12 , 198 , - , - , 9 , - , 86 , 27 , 3 , 11 , - , 7 
Lesotho, 8 , - , - , - , - , - , D , - , - , - , D , D , - , - , - , - , - , - , - , - , - , - , - , D , - , D , - , - , - , - , - , - , D , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Liberia," 3,035 ", D , D , 61 , D , 76 , 16 , 21 , 48 , 9 , 29 , 131 , - , D , 4 , 52 , 36 , 64 , 5 , 30 , 5 , - , 195 , 123 , 19 , 439 , D , 30 , - , 5 , D , 12 , 235 , D , 227 , 119 , 16 , 78 , 10 , 8 , 473 , - , 110 , 30 , 27 , 31 , 123 , 5 , - , 16 , - , 73 , 14 , 3 , 11 , D , 6 
Libya, 228 , - , - , 4 , - , 35 , 4 , 3 , - , D , 17 , 5 , - , - , - , 6 , D , - , 4 , - , 3 , D , 11 , 4 , 9 , D , D , 5 , - , D , D , D , 11 , - , 23 , 7 , - , 5 , D , 5 , 3 , - , - , D , - , D , 22 , - , - , - , - , 20 , 5 , D , D , - , D 
Liechtenstein, D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Lithuania, 744 , - , - , 3 , - , 70 , 9 , 13 , D , D , 58 , 20 , - , 4 , - , 313 , 4 , D , - , D , D , D , 13 , 16 , 8 , 3 , D , D , - , D , 8 , 3 , 44 , 3 , 52 , 3 , - , 10 , D , D , 19 , - , D , 3 , - , 4 , 9 , - , - , 5 , D , 17 , 5 , - , 8 , - , D 
Luxembourg, 34 , - , - , - , - , 7 , - , - , - , - , 4 , - , - , - , - , D , - , - , - , - , - , - , - , 3 , D , - , - , - , - , - , - , - , 4 , - , 3 , - , - , 3 , - , D , - , - , - , D , - , - , 5 , - , - , - , - , - , - , - , - , - , - 
Macau, 102 , - , - , - , D , 52 , D , - , - , - , - , D , - , 5 , - , D , D , - , D , - , - , - , - , 3 , - , - , - , D , - , D , 5 , - , - , - , 16 , D , - , - , - , D , D , - , - , D , - , - , 3 , - , - , - , - , D , 3 , - , - , - , - 
Macedonia, 625 , - , 7 , 9 , D , 20 , D , 42 , - , - , 36 , D , - , - , - , 80 , 40 , 4 , - , D , - , - , 4 , 11 , 64 , D , - , 7 , - , - , 4 , D , 125 , - , 90 , 4 , - , 17 , - , 3 , 6 , - , - , - , - , - , 21 , - , - , D , D , 8 , - , - , 13 , - , - 
Madagascar, 50 , - , - , D , - , 3 , D , - , - , D , 5 , D , - , - , D , D , - , D , - , - , - , - , 6 , - , - , D , - , D , - , - , - , - , D , D , 8 , D , - , - , D , - , D , - , - , - , - , - , D , - , - , D , - , 7 , D , - , - , - , - 
Malawi, 76 , - , - , D , D , 9 , D , D , - , D , 4 , 3 , - , - , - , D , 5 , - , D , - , - , - , 5 , - , D , D , - , D , - , 3 , - , - , 3 , - , D , 3 , - , 5 , - , - , - , - , - , D , - , D , 8 , - , - , - , - , 4 , 3 , - , D , - , - 
Malaysia," 1,052 ", 4 , - , 24 , 8 , 271 , 17 , 6 , - , D , 24 , 24 , D , 13 , - , 38 , 10 , D , 20 , D , 3 , - , 19 , 26 , 21 , 16 , 3 , 12 , D , D , 10 , D , 38 , - , 148 , 16 , D , 24 , 6 , 7 , 30 , D , D , D , - , 8 , 112 , - , - , 12 , D , 26 , 28 , D , 7 , - , D 
Mali, 352 , - , - , D , - , 7 , 8 , D , D , D , D , 8 , - , - , - , 17 , 3 , D , D , D , D , - , 37 , - , 7 , 4 , - , D , - , - , - , - , 9 , - , 127 , 11 , - , 16 , - , D , 41 , - , D , 5 , - , 4 , 12 , - , - , D , D , 11 , 4 , - , 3 , - , D 
Malta, 40 , - , - , D , - , 3 , - , - , - , - , D , D , - , - , - , - , - , - , - , - , - , D , - , D , 6 , - , - , - , - , - , - , - , D , - , 16 , D , - , 3 , - , - , D , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Marshall Islands, 20 , - , D , - , - , 3 , - , - , - , - , D , - , - , D , - , D , - , - , D , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , D , - , D , D , D , - , - , - , D , D , - , - , - , - 
Mauritania, 376 , D , - , 7 , - , D , 9 , D , - , D , D , 7 , - , - , - , 15 , 8 , - , - , 9 , 4 , - , 5 , 3 , 3 , D , D , 3 , D , D , D , D , 3 , - , 127 , 4 , 3 , 92 , - , - , 11 , - , 4 , D , - , 17 , 8 , - , - , - , D , 11 , 5 , - , D , - , - 
Mauritius, 69 , - , - , - , - , 14 , - , - , D , D , 3 , - , - , - , D , D , D , - , D , - , - , - , 5 , - , - , D , - , - , - , - , - , - , D , - , 5 , D , D , - , - , - , 3 , - , - , 3 , - , - , 6 , - , - , D , - , 12 , D , - , - , - , - 
Mexico," 94,889 ", 156 , 57 ," 5,172 ", 466 ," 38,597 "," 1,355 ", 174 , 99 , 25 ," 2,523 "," 1,376 ", 3 , 58 , 542 ," 4,928 ", 657 , 307 , 681 , 189 , 207 , 6 , 231 , 189 , 701 , 559 , 124 , 370 , 27 , 531 ," 1,932 ", 22 , 680 ," 1,367 "," 1,192 "," 1,358 ", 23 , 336 , 455 , 921 , 398 , 62 , 32 , 387 , 43 , 450 ," 20,403 ", 22 , - ," 1,054 ", 3 , 569 ," 1,961 ", 19 , 697 , 76 , 117 
"Micronesia, Federated States", 62 , - , D , D , - , 6 , - , - , - , - , D , 6 , D , 4 , - , - , D , - , D , D , D , - , D , - , - , - , D , D , - , - , D , - , D , - , D , - , - , - , - , D , - , - , - , 6 , - , D , 4 , 5 , 3 , - , - , 3 , 3 , - , - , - , 3 
Moldova," 1,279 ", D , 14 , 12 , D , 265 , 10 , 6 , D , D , 80 , 47 , - , D , 4 , 48 , 5 , - , 5 , D , 5 , D , 19 , 79 , 8 , 41 , D , 10 , D , D , 12 , D , 32 , D , 100 , 77 , D , 15 , 3 , 50 , 41 , - , D , 8 , D , 21 , 15 , - , - , 6 , D , 25 , 182 , D , 8 , - , D 
