Supplemental Table 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSONS NATURALIZED BY STATE OR TERRITORY OF RESIDENCE AND REGION AND COUNTRY OF BIRTH: FISCAL YEAR 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region and country of birth,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Lithuania, 652 , - , D , 6 , - , 65 , 14 , 9 , D , - , 84 , 10 , - , - , D , 199 , 5 , - , D , D , - , - , 12 , 27 , 6 , 3 , - , D , - , D , 7 , D , 46 , D , 57 , 4 , - , 5 , - , 6 , 20 , D , D , 5 , - , D , 11 , D , - , D , D , 13 , 7 , - , 4 , - , 7 
Luxembourg, 24 , - , - , - , - , D , D , D , - , - , D , D , - , - , D , - , - , - , - , - , - , - , D , - , D , - , - , D , - , - , D , - , - , - , 5 , - , - , D , - , - , - , - , - , - , - , - , D , - , - , D , - , - , D , - , - , - , - 
Macau, 106 , - , - , D , - , 51 , 4 , - , - , - , D , D , - , 5 , - , D , D , - , - , - , - , - , D , D , - , - , - , - , - , - , D , - , D , - , 14 , D , - , D , - , D , D , - , - , - , - , D , 5 , - , - , - , - , D , 8 , - , - , - , D 
Madagascar, 66 , - , - , D , D , 4 , - , - , - , - , D , - , - , D , - , - , - , D , - , - , - , - , 6 , D , D , 3 , D , D , - , - , - , - , 4 , - , 6 , - , - , - , - , - , - , - , - , - , - , D , 10 , - , - , - , - , 16 , D , - , 4 , - , - 
Malawi, 138 , D , - , 5 , 4 , 11 , 4 , 3 , - , 4 , 4 , 5 , - , D , - , 3 , 10 , - , - , D , D , - , 15 , 3 , 6 , D , - , D , - , D , D , D , - , - , 8 , 4 , - , 3 , D , D , - , - , - , - , - , 3 , 12 , - , - , - , - , 5 , 8 , - , 3 , - , D 
Malaysia," 1,217 ", D , 4 , 27 , 3 , 331 , 15 , 8 , - , D , 36 , 15 , - , 7 , 5 , 47 , 8 , - , 15 , 7 , D , D , 12 , 23 , 18 , 27 , D , D , - , - , 11 , 3 , 24 , - , 197 , 20 , - , 13 , 19 , 11 , 17 , - , 8 , D , D , 9 , 148 , - , - , 13 , - , 29 , 46 , - , 22 , - , 8 
Maldives, D , - , - , - , - , D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - 
Mali, 466 , D , - , D , - , 5 , 4 , D , D , D , D , 15 , - , - , D , D , 7 , 4 , 3 , D , 3 , 3 , 46 , 6 , 9 , - , - , 4 , - , D , - , - , 13 , - , 193 , 12 , D , 23 , - , - , 51 , - , - , - , - , 3 , 20 , - , - , 5 , - , 4 , 6 , - , 6 , - , 6 
Malta, 42 , D , - , - , - , 9 , D , - , - , - , 4 , D , - , - , - , - , D , D , - , - , - , D , - , D , D , - , - , - , - , - , - , D , D , - , 11 , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , D 
Marshall Islands, 21 , - , D , D , D , 3 , - , - , - , - , 3 , - , D , - , D , - , D , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , D , - , - , - , - , - , - , - , - , - , D , - , - , D , - , - , - , D 
Mauritania, 234 , - , - , D , - , D , 5 , 3 , - , - , D , D , - , - , - , 3 , 8 , - , - , 16 , 10 , - , 8 , D , 4 , - , - , D , - , - , D , - , 5 , - , 56 , - , D , 54 , - , - , 11 , - , D , - , - , 11 , 3 , - , - , - , - , 16 , 6 , - , - , - , D 
Mauritius, 89 , - , - , - , - , 8 , - , D , D , - , 9 , D , - , D , D , D , D , - , D , - , - , - , 8 , 3 , D , D , - , - , - , - , - , D , D , - , 10 , D , - , - , D , - , 3 , - , D , - , - , - , 9 , D , - , - , - , 12 , 3 , - , - , - , D 
Mexico," 113,269 ", 234 , 50 ," 7,102 ", 582 ," 45,960 "," 1,919 ", 246 , 151 , 51 ," 3,112 "," 1,718 ", D , 85 , 511 ," 4,028 ", 923 , 441 , 729 , 304 , 179 , 15 , 335 , 234 , 815 , 585 , 122 , 444 , 40 , 386 ," 1,802 ", 48 , 704 ," 1,413 "," 1,660 "," 1,494 ", 48 , 395 , 985 ," 1,673 ", 496 , 47 , 52 , 242 , 41 , 507 ," 24,621 ", 36 , D ," 1,030 ", 9 , 557 ," 2,120 ", 20 , 807 , 55 ," 1,101 "
"Micronesia, Federated States", 29 , - , - , - , - , 4 , D , - , - , - , 4 , D , - , D , - , - , - , - , D , - , D , - , - , - , - , - , - , D , - , - , - , - , - , - , D , 4 , - , - , - , - , - , - , - , - , - , D , 3 , - , D , - , - , - , D , - , - , - , 3 
Moldova," 1,887 ", 12 , 14 , 19 , - , 251 , 24 , 9 , 4 , 3 , 235 , 32 , - , 4 , 8 , 228 , 6 , 4 , D , 3 , 13 , D , 38 , 87 , 5 , 22 , 3 , 27 , 6 , D , 27 , 3 , 46 , 5 , 171 , 60 , 7 , 41 , 4 , 50 , 50 , - , D , 13 , 4 , 10 , 53 , - , - , 7 , 12 , 55 , 158 , 4 , 22 , 6 , 16 
Monaco, 4 , - , - , - , - , D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Mongolia, 559 , - , D , 8 , D , 202 , 35 , D , - , D , 9 , 4 , - , 7 , D , 69 , D , - , 3 , 4 , D , - , 11 , 7 , 4 , 4 , - , 5 , D , - , D , - , 3 , D , 17 , 3 , - , 5 , D , D , 3 , - , - , - , D , D , 10 , - , - , 13 , - , 71 , 31 , - , 9 , - , D 
Montenegro, 244 , - , - , D , - , 15 , - , 8 , D , D , 16 , D , - , - , - , 21 , D , - , D , - , D , - , D , 3 , 35 , - , - , D , - , - , 3 , - , 14 , - , 106 , D , - , - , - , - , 3 , - , - , - , - , - , 3 , - , - , D , - , D , - , - , D , - , D 
Montserrat, 55 , - , - , - , - , - , - , 4 , - , - , 5 , D , - , - , - , - , - , - , - , - , - , - , 3 , 15 , D , D , - , - , - , - , - , - , - , - , 13 , D , - , - , - , - , D , - , - , D , - , - , - , - , 6 , - , - , - , D , - , - , - , D 
Morocco," 3,179 ", 8 , - , 39 , 6 , 247 , 64 , 80 , 24 , 8 , 362 , 56 , - , 3 , D , 87 , 22 , 7 , 9 , 23 , 5 , 10 , 81 , 359 , 39 , 15 , 9 , 17 , - , 4 , 11 , 19 , 211 , 6 , 360 , 93 , D , 88 , 33 , 18 , 168 , D , 18 , 16 , D , 21 , 177 , 3 , - , 6 , 3 , 242 , 35 , D , 19 , D , 38 
Mozambique, 55 , - , - , D , - , 5 , D , D , - , - , 5 , 4 , - , D , - , D , - , D , - , - , D , - , 3 , D , D , D , - , - , - , D , D , - , 5 , - , 4 , - , - , - , - , D , 3 , - , - , - , - , - , 7 , - , - , - , - , D , - , D , - , - , - 
Namibia, 43 , - , - , D , - , 4 , D , - , D , D , D , D , - , D , D , D , - , - , D , D , - , - , D , D , - , - , - , D , D , - , - , - , D , - , D , D , D , - , - , - , D , - , D , - , D , - , 3 , - , - , - , - , 3 , D , - , D , - , - 
Nauru, D , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - 
Nepal," 7,232 ", 8 , 11 , 71 , 5 , 663 , 265 , 78 , 11 , 11 , 78 , 97 , - , 11 , 13 , 103 , 28 , 69 , 32 , 171 , 10 , 7 , 352 , 360 , 82 , 97 , D , 61 , D , 80 , 11 , 85 , 115 , 12 , 855 , 202 , 61 , 462 , 46 , 36 , 335 , - , 14 , 8 , 39 , 57 ," 1,231 ", 4 , - , 34 , 23 , 561 , 141 , 6 , 61 , - , 54 
Netherlands, 829 , D , D , 19 , 3 , 147 , 23 , 11 , 4 , D , 106 , 24 , - , 4 , 3 , 15 , 11 , 3 , 3 , 4 , 5 , D , 12 , 25 , 29 , 12 , D , D , 7 , 3 , 6 , 5 , 19 , 7 , 61 , 19 , D , 14 , 4 , 9 , 20 , D , 4 , D , 7 , 11 , 72 , 4 , D , 9 , D , 27 , 31 , - , 7 , D , 5 
Netherlands Antilles (former), 48 , - , - , - , - , 4 , - , - , - , - , 22 , D , - , - , - , - , - , - , - , - , - , - , 4 , D , - , - , - , - , - , - , - , - , D , - , 4 , 3 , - , - , - , - , - , - , D , - , - , D , 3 , - , D , - , - , - , - , - , - , - , - 
New Caledonia, 4 , - , - , - , - , D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D 
New Zealand, 693 , - , D , 17 , - , 192 , 31 , 13 , D , D , 31 , 9 , D , 16 , 5 , 16 , 4 , 5 , D , 4 , 3 , - , 15 , 20 , 15 , 12 , - , 7 , 7 , 4 , 5 , 4 , 10 , D , 62 , 5 , D , 6 , 10 , 19 , 10 , - , D , D , - , 8 , 32 , - , - , 18 , D , 20 , 27 , D , 3 , 3 , 10 
Nicaragua," 4,185 ", 8 , 4 , 30 , 7 , 976 , 18 , 21 , 5 , 11 ," 1,900 ", 52 , D , D , D , 18 , 17 , 6 , 9 , 4 , 35 , D , 109 , 27 , 18 , 12 , 5 , 9 , D , 8 , 33 , D , 110 , 6 , 144 , 67 , D , 17 , 6 , 16 , 29 , 10 , 7 , 16 , D , 16 , 220 , - , - , 3 , 3 , 83 , 22 , 5 , 15 , D , 36 
Niger, 154 , - , D , D , D , 3 , - , 5 , - , D , D , 4 , - , - , - , - , 14 , D , - , - , D , - , 15 , D , 5 , - , - , - , - , - , D , D , 4 , - , 33 , 20 , - , 3 , D , - , 26 , - , - , - , - , - , D , D , - , - , - , D , - , - , - , - , D 
Nigeria," 10,921 ", 21 , 3 , 149 , 20 , 933 , 59 , 96 , 66 , 63 , 287 , 763 , D , 3 , 4 , 392 , 251 , 22 , 34 , 35 , 37 , 9 ," 1,296 ", 351 , 187 , 143 , 15 , 108 , 5 , 14 , 34 , 24 , 550 , 25 ," 1,029 ", 233 , 16 , 222 , 87 , 41 , 271 , D , 69 , 29 , 9 , 60 ," 2,331 ", 11 , - , 15 , 6 , 200 , 82 , 13 , 54 , D , 140 
North Macedonia, 795 , - , 3 , 7 , - , 28 , 9 , 41 , D , - , 80 , 3 , - , D , D , 127 , 30 , D , - , D , D , 3 , 8 , 14 , 38 , - , - , 9 , - , - , 8 , 3 , 154 , - , 104 , 6 , 3 , 30 , - , 4 , 9 , - , D , D , - , - , 25 , D , - , - , - , 9 , 3 , - , 22 , - , 4 
Norway, 719 , 3 , 6 , 10 , D , 168 , 13 , 17 , D , 5 , 73 , 6 , - , 11 , D , 21 , D , D , D , 4 , D , 3 , 8 , 27 , 6 , 21 , D , 5 , 4 , D , 4 , 9 , 12 , 4 , 46 , 9 , 5 , 4 , 8 , 17 , 14 , - , 3 , 3 , D , 3 , 69 , D , - , 8 , - , 24 , 35 , - , 13 , D , D 
Oman, 61 , - , - , D , - , 11 , D , D , - , - , D , D , - , - , - , 4 , D , - , - , - , - , - , - , D , 3 , - , - , D , - , - , - , - , D , - , 8 , - , - , - , - , - , 3 , - , - , - , - , D , 10 , - , - , D , - , D , 3 , - , - , - , - 
Pakistan," 12,377 ", 16 , 7 , 98 , 17 ," 1,388 ", 47 , 247 , 55 , 9 , 408 , 258 , - , D , 6 , 749 , 65 , 30 , 27 , 37 , 46 , 4 , 535 , 254 , 278 , 61 , 5 , 65 , - , 14 , 35 , 33 , 862 , 10 ," 2,408 ", 245 , D , 166 , 68 , 30 , 409 , D , 33 , 10 , 9 , 45 ," 1,926 ", D , - , 29 , 3 , 910 , 215 , 17 , 75 , - , 107 
Palau, 29 , - , - , - , - , D , - , - , - , - , D , D , 6 , D , - , - , - , - , D , - , - , - , D , - , - , - , - , D , - , - , - , - , - , - , D , D , - , - , D , D , - , - , - , - , - , - , D , - , - , D , - , - , 3 , - , - , - , D 
Panama," 1,322 ", 8 , 4 , 19 , 3 , 130 , 10 , 10 , 4 , 4 , 330 , 66 , - , D , - , 18 , 6 , 3 , 4 , 8 , 7 , - , 34 , 28 , 5 , 6 , 9 , 5 , 3 , 4 , 12 , 3 , 33 , D , 190 , 39 , 3 , 9 , 7 , 4 , 26 , 14 , 3 , 19 , - , 14 , 126 , D , - , 6 , - , 40 , 17 , - , 8 , - , 16 
Papua New Guinea, 19 , D , - , - , - , 6 , D , - , - , - , D , - , - , - , - , - , D , - , - , - , - , - , - , - , D , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , D , - , - , - , - , - , D , - , - , - , D 
Paraguay, 404 , D , - , 3 , - , 24 , 5 , 10 , - , 4 , 83 , 6 , - , - , D , - , - , D , 3 , D , D , - , 25 , 7 , D , 3 , D , - , - , - , - , D , 36 , - , 110 , 5 , - , 3 , D , - , 9 , 4 , D , - , D , - , 19 , D , - , 5 , - , 14 , 3 , - , D , - , 6 
Peru," 10,095 ", 9 , 5 , 96 , 21 ," 1,547 ", 125 , 339 , 12 , 25 ," 2,368 ", 194 , D , 18 , 22 , 112 , 49 , 16 , 16 , 25 , 12 , 4 , 339 , 133 , 27 , 34 , 11 , 34 , 19 , 10 , 78 , 17 ," 1,226 ", 13 , 990 , 200 , D , 86 , 36 , 48 , 153 , 32 , 23 , 26 , 4 , 50 , 486 , 6 , - , 190 , 12 , 520 , 104 , 12 , 46 , D , 111 
Philippines," 48,478 ", 141 , 306 ," 1,116 ", 146 ," 19,328 ", 323 , 340 , 98 , 55 ," 2,161 ", 383 , 628 ," 2,141 ", 88 ," 1,586 ", 289 , 117 , 173 , 182 , 180 , 56 ," 1,168 ", 320 , 437 , 207 , 95 , 316 , 55 , 70 ," 1,605 ", 78 ," 1,924 ", 217 ," 2,500 ", 500 , 121 , 410 , 179 , 340 , 527 , 4 , 61 , 202 , 58 , 222 ," 3,108 ", 107 , 68 , 171 , 35 ," 1,121 "," 1,558 ", 55 , 252 , 26 , 524 
Poland," 6,741 ", 6 , 3 , 80 , D , 408 , 79 , 483 , 11 , 9 , 356 , 39 , - , 10 , 8 ," 2,036 ", 33 , 9 , 7 , 15 , D , 8 , 48 , 125 , 129 , 20 , 4 , 20 , 5 , 3 , 33 , 16 , 827 , 4 ," 1,162 ", 47 , 3 , 43 , 7 , 24 , 168 , 3 , 18 , 14 , D , 18 , 116 , 6 , D , 10 , 6 , 57 , 81 , 3 , 62 , - , 52 
Portugal," 1,555 ", - , - , 8 , - , 161 , 5 , 76 , - , 3 , 80 , 10 , D , D , D , 7 , 6 , - , D , 3 , D , D , 19 , 288 , 5 , - , D , - , - , 4 , 7 , 10 , 426 , 3 , 159 , 15 , - , 4 , D , D , 25 , D , 113 , 3 , - , 4 , 30 , D , D , 5 , - , 22 , 14 , - , 10 , D , 13 
Qatar, 140 , - , - , 6 , - , 24 , 4 , D , - , - , 5 , 4 , - , D , - , 6 , - , - , - , - , - , - , D , 8 , 8 , D , - , - , - , - , - , - , 7 , - , 10 , 4 , - , D , 3 , 4 , 5 , - , - , - , - , - , 20 , - , - , - , - , 8 , 6 , - , - , - , - 
Romania," 3,117 ", 8 , 4 , 165 , 7 , 418 , 41 , 61 , 7 , 5 , 366 , 93 , - , 8 , 13 , 291 , 20 , 9 , 9 , 16 , 10 , 4 , 60 , 86 , 153 , 23 , D , 29 , 5 , D , 34 , 23 , 72 , 4 , 253 , 47 , 4 , 73 , 19 , 69 , 71 , - , 6 , 15 , 4 , 22 , 160 , 4 , - , 15 , D , 87 , 173 , D , 21 , D , 23 
Russia," 7,303 ", 11 , 24 , 72 , 11 ," 1,585 ", 159 , 102 , 11 , 15 , 787 , 100 , - , 22 , 19 , 231 , 34 , 12 , 20 , 30 , 21 , 8 , 124 , 277 , 80 , 67 , 7 , 43 , 6 , 17 , 63 , 29 , 312 , 8 ," 1,190 ", 127 , 4 , 107 , 25 , 97 , 262 , D , 9 , 37 , 9 , 33 , 311 , 8 , D , 33 , 8 , 184 , 428 , 6 , 56 , 3 , 56 
Rwanda, 502 , - , - , 45 , D , 12 , 9 , 3 , D , D , 8 , 10 , - , D , D , 11 , 14 , 11 , 4 , 33 , D , 25 , 11 , 13 , 31 , 4 , D , 10 , - , D , D , 12 , 6 , D , 24 , 8 , 6 , 29 , - , 4 , 9 , - , 3 , D , D , 11 , 88 , - , - , 10 , D , 9 , 4 , - , 3 , - , 4 
Saint Helena, 3 , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - 
Saint Kitts and Nevis, 253 , - , - , - , D , 3 , D , 6 , D , - , 68 , 12 , - , - , - , D , - , - , - , - , - , D , 8 , 3 , D , - , - , D , - , D , D , - , 13 , - , 59 , D , - , D , D , - , 6 , 3 , D , - , - , - , 18 , - , 30 , - , - , 4 , - , - , - , - , 3 
Saint Lucia, 817 , - , - , 6 , - , 14 , D , 52 , D , 3 , 113 , 29 , - , D , D , D , 4 , - , - , - , 6 , D , 22 , 16 , 3 , D , - , 3 , - , 3 , 3 , D , 43 , D , 352 , 8 , - , D , D , D , 19 , D , - , D , D , D , 41 , D , 31 , - , - , 6 , 4 , - , - , - , 13 
Saint Martin (French), 5 , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , D , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - 
Saint Vincent and the Grenadines, 479 , - , D , 5 , D , 13 , - , 15 , 3 , D , 33 , 10 , - , - , - , D , 3 , - , D , - , - , - , 10 , 21 , D , - , - , D , - , - , D , - , 20 , - , 273 , 4 , - , - , - , D , 17 , - , D , D , - , D , 6 , D , 4 , - , - , 9 , D , D , - , - , 17 
Samoa, 201 , - , 9 , 13 , D , 64 , D , - , - , - , D , D , - , 21 , D , D , - , - , - , - , - , - , - , - , - , D , - , 5 , D , - , 3 , - , - , - , - , - , - , - , - , 4 , - , - , - , - , - , D , 5 , D , D , 27 , - , D , 33 , - , - , D , 3 
San Marino, D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Sao Tome and Principe, 4 , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Saudi Arabia," 1,382 ", 8 , 3 , 26 , 8 , 239 , 15 , 19 , D , D , 72 , 16 , D , - , D , 87 , 11 , 12 , 8 , 10 , 4 , 3 , 37 , 30 , 58 , 25 , D , 18 , - , 4 , 8 , D , 68 , D , 106 , 23 , D , 39 , 4 , 13 , 55 , - , D , D , - , 11 , 180 , - , - , D , D , 84 , 31 , D , 10 , - , 18 
Senegal," 1,057 ", D , - , 5 , D , 40 , 15 , 6 , D , 6 , 18 , 57 , - , D , - , 9 , 17 , D , 5 , 29 , 6 , - , 79 , 28 , 29 , 7 , D , 10 , - , - , 6 , - , 39 , - , 310 , 33 , D , 95 , 4 , D , 27 , - , 27 , D , - , 18 , 53 , D , - , D , - , 29 , 9 , D , 12 , - , 10 
Serbia, 936 , D , 3 , 25 , D , 133 , 12 , 5 , D , D , 118 , 11 , - , 3 , 4 , 153 , 15 , 3 , - , 3 , D , 4 , 17 , 25 , 18 , 6 , - , 6 , D , D , 14 , D , 36 , - , 131 , 10 , 3 , 22 , D , 6 , 22 , - , D , 3 , - , 10 , 31 , D , - , 3 , - , 20 , 18 , - , 19 , - , 8 
Serbia and Montenegro (former), 618 , D , D , 16 , D , 76 , 7 , 23 , D , D , 47 , 10 , - , D , D , 44 , 9 , D , 3 , 4 , - , D , 6 , 14 , 32 , D , D , 9 , - , D , 8 , 7 , 24 , D , 144 , 3 , D , 23 , D , 4 , 15 , D , 4 , - , D , D , 14 , - , - , D , - , 14 , 19 , - , 6 , D , 8 
Seychelles, 13 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , D , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , 4 , - , - , - , - , D , D , - , D , - , - 
Sierra Leone," 1,324 ", - , - , 12 , D , 57 , 5 , 7 , 10 , 10 , 9 , 42 , - , - , D , 3 , 3 , 3 , 3 , D , D , - , 328 , 44 , 4 , 20 , - , 5 , - , D , 4 , 3 , 73 , 3 , 129 , 29 , 9 , 63 , D , 8 , 120 , - , 3 , D , D , 4 , 70 , D , - , D , - , 171 , 20 , - , 6 , - , 28 
Singapore, 301 , - , - , 8 , - , 94 , 5 , 3 , - , - , 10 , 6 , D , D , - , 7 , - , D , D , - , - , D , 5 , 8 , D , 5 , - , 3 , - , - , 3 , D , 15 , D , 35 , 3 , - , D , D , 6 , 4 , - , 3 , D , - , 4 , 27 , - , - , 5 , - , 6 , 19 , - , D , D , D 
Sint Maarten, 18 , - , - , - , - , - , - , - , - , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , 3 , D , - , D , - , D , D , - , D , D , - , - , D , - , D , - , - , D , - , - , - , - , - 
Slovakia, 424 , D , D , 8 , - , 55 , 12 , 20 , D , - , 60 , 7 , - , - , - , 16 , D , D , - , - , 3 , D , 11 , 8 , 4 , 4 , - , 5 , - , - , 7 , 3 , 49 , - , 59 , 8 , D , 4 , D , 6 , 21 , - , D , 3 , - , D , 14 , - , - , D , D , 6 , 4 , D , 3 , - , 3 
Slovenia, 69 , - , - , 3 , - , 23 , 3 , - , - , - , 7 , D , - , - , - , 4 , D , - , - , - , - , - , D , - , D , - , - , - , - , - , D , D , 3 , D , 7 , - , - , D , - , D , - , - , - , D , - , - , D , - , - , - , - , D , 4 , - , D , - , - 
Solomon Islands, 5 , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , D , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Somalia," 4,601 ", - , 7 , 82 , - , 88 , 116 , 4 , - , D , 3 , 36 , - , - , 8 , 28 , 16 , 51 , 17 , 172 , - , 90 , 9 , 76 , 29 ," 1,907 ", - , 89 , - , 155 , 3 , 4 , - , - , 97 , 26 , 75 , 514 , - , 91 , 44 , - , D , - , 27 , 39 , 111 , D , - , 33 , 22 , 37 , 310 , - , 144 , - , 37 
South Africa," 2,442 ", 10 , 6 , 56 , 13 , 401 , 69 , 37 , 6 , 7 , 332 , 112 , D , 12 , 10 , 52 , 28 , 11 , 17 , 37 , 14 , 9 , 46 , 68 , 33 , 30 , 4 , 22 , 8 , 15 , 23 , 8 , 64 , D , 122 , 92 , 17 , 27 , 15 , 33 , 49 , - , 6 , 33 , 9 , 16 , 237 , D , - , 20 , 6 , 72 , 69 , 6 , 23 , 3 , 23 
South Sudan, 122 , - , D , 7 , - , D , D , D , - , - , D , 3 , - , - , - , - , - , 10 , D , 4 , - , 7 , 3 , 5 , 4 , 7 , - , D , - , 14 , - , - , - , - , D , 4 , 3 , D , D , D , 4 , - , - , - , 4 , 5 , 9 , - , - , D , - , D , 6 , - , D , - , D 
Soviet Union (former)," 2,106 ", 3 , 13 , 30 , - , 401 , 40 , 32 , D , 9 , 201 , 25 , - , 5 , 4 , 67 , 9 , D , 5 , 3 , 6 , D , 50 , 103 , 17 , 14 , 3 , 22 , D , D , 25 , 6 , 86 , 5 , 296 , 38 , D , 34 , D , 32 , 104 , - , 5 , 13 , 9 , 5 , 67 , - , - , 7 , 6 , 68 , 194 , 4 , 15 , D , 13 
Spain," 2,342 ", D , D , 28 , 3 , 461 , 35 , 33 , D , 21 , 548 , 34 , - , 9 , 9 , 62 , 13 , 8 , 7 , 4 , 11 , 6 , 41 , 96 , 23 , 10 , D , 11 , - , 3 , 6 , 4 , 127 , 6 , 254 , 32 , D , 12 , D , 22 , 43 , 16 , 8 , 11 , 3 , 8 , 142 , 5 , - , 18 , 5 , 50 , 50 , - , 16 , - , 17 
Sri Lanka," 1,577 ", 4 , - , 16 , 8 , 377 , 10 , 36 , D , 4 , 51 , 27 , D , 3 , D , 33 , 6 , 5 , 19 , 12 , 5 , D , 91 , 50 , 32 , 20 , 3 , 15 , D , 6 , 17 , 4 , 116 , - , 257 , 30 , D , 24 , 8 , 16 , 19 , - , - , D , - , 12 , 112 , D , - , 4 , D , 36 , 44 , D , 18 , - , 13 
Sudan," 1,798 ", 4 , D , 66 , - , 112 , 76 , 24 , D , 5 , 38 , 32 , - , - , 10 , 37 , 19 , 111 , 21 , 18 , - , 6 , 68 , 35 , 36 , 43 , 3 , 28 , - , 79 , 5 , 13 , 52 , - , 140 , 69 , 14 , 39 , 9 , 6 , 78 , - , 3 , D , 14 , 38 , 150 , - , - , 34 , - , 167 , 41 , D , 15 , - , 33 
Suriname, 156 , - , - , - , - , 5 , - , 4 , - , - , 29 , 3 , - , - , - , D , D , - , - , - , - , - , 3 , D , D , - , - , - , - , - , - , - , 8 , - , 83 , D , D , D , 3 , - , 4 , - , - , D , - , - , D , - , - , D , - , - , D , - , - , - , D 
Sweden," 1,039 ", 4 , D , 21 , 3 , 332 , 21 , 26 , D , 6 , 123 , 17 , - , 5 , 8 , 17 , 4 , 4 , D , 4 , 4 , D , 13 , 19 , 21 , 13 , - , D , - , D , 4 , 6 , 23 , D , 95 , 15 , D , 13 , 5 , 12 , 18 , - , 5 , 7 , - , 6 , 52 , D , - , 10 , D , 20 , 47 , D , 10 , - , 12 
Switzerland, 459 , D , D , 6 , D , 118 , 12 , 12 , D , 3 , 64 , 7 , - , 4 , D , 10 , D , D , - , D , D , - , D , 16 , 6 , 3 , - , 3 , D , D , 3 , D , 16 , 3 , 60 , 4 , D , 5 , - , 3 , 14 , - , - , D , - , D , 28 , - , - , D , D , 11 , 16 , - , 4 , D , 3 
Syria," 3,570 ", 7 , 4 , 165 , 10 ," 1,099 ", 20 , 60 , 10 , D , 213 , 38 , - , D , 16 , 208 , 22 , 3 , 9 , 52 , 10 , 15 , 43 , 86 , 182 , 19 , - , 23 , - , 10 , 21 , 7 , 189 , 5 , 191 , 44 , D , 112 , 20 , 30 , 158 , - , 28 , 4 , D , 18 , 212 , - , - , 8 , - , 99 , 22 , 13 , 13 , - , 46 
