Supplemental Table 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSONS NATURALIZED BY STATE OR TERRITORY OF RESIDENCE AND REGION AND COUNTRY OF BIRTH: FISCAL YEAR 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region and country of birth,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Dominica, 539 , - , - , D , D , 11 , 3 , 10 , D , D , 59 , 17 , - , - , - , 7 , 3 , - , 3 , - , - , D , 13 , 29 , D , D , - , D , - , D , D , - , 43 , - , 134 , 6 , - , D , 6 , - , 6 , - , - , D , - , D , 25 , - , 128 , - , D , 7 , D , - , D , - , 8 
Dominican Republic," 29,734 ", 8 , 35 , 26 , 3 , 101 , 19 , 483 , 42 , 71 ," 2,252 ", 206 , - , 3 , 5 , 72 , 67 , 9 , 13 , 9 , 80 , 9 , 276 ," 2,767 ", 69 , 22 , 28 , 27 , 5 , 8 , 27 , 126 ," 4,723 ", 4 ," 12,778 ", 321 , D , 167 , 27 , 11 ," 1,409 "," 1,837 ", 838 , 98 , - , 22 , 180 , - , 76 , 16 , 5 , 146 , 31 , 3 , 28 , D , 144 
Ecuador," 7,748 ", D , 3 , 30 , D , 347 , 25 , 283 , 16 , 10 , 892 , 93 , - , 5 , D , 214 , 13 , 15 , 8 , 15 , 16 , 3 , 108 , 106 , 17 , 75 , D , 9 , D , 5 , 29 , 13 ," 1,624 ", 9 ," 2,868 ", 194 , D , 43 , 17 , 10 , 134 , 26 , 19 , 71 , D , 12 , 128 , - , - , 24 , D , 115 , 18 , 4 , 13 , - , 57 
Egypt," 5,154 ", 9 , 3 , 37 , - , 856 , 14 , 41 , 16 , 8 , 300 , 48 , - , 3 , D , 117 , 45 , 6 , 8 , 29 , 12 , D , 63 , 238 , 73 , 35 , 7 , 10 , D , 8 , 12 , 17 , 929 , 4 , 722 , 109 , D , 139 , 13 , 17 , 176 , D , 8 , 45 , D , 289 , 221 , - , D , D , - , 299 , 83 , 14 , 20 , - , 40 
El Salvador," 16,941 ", 10 , 13 , 106 , 132 ," 5,932 ", 81 , 57 , 9 , 205 , 559 , 328 , D , 6 , 22 , 131 , 77 , 55 , 69 , 26 , 28 , 8 ," 1,394 ", 629 , 25 , 72 , 4 , 54 , D , 80 , 320 , 15 , 613 , 38 ," 1,424 ", 409 , - , 59 , 28 , 77 , 96 , 18 , 43 , 55 , 9 , 71 ," 1,625 ", D , D , 90 , 3 ," 1,553 ", 141 , 16 , 20 , 3 , 98 
Equatorial Guinea, 8 , - , - , D , - , 3 , - , - , - , - , D , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - 
Eritrea," 1,424 ", D , - , 36 , - , 190 , 35 , 4 , - , 32 , 16 , 66 , - , - , 9 , 26 , 21 , 23 , 5 , 9 , 6 , D , 87 , 41 , 10 , 25 , - , 28 , - , D , 37 , - , 11 , - , 38 , 66 , D , 73 , 15 , 7 , 25 , - , D , 5 , 16 , 14 , 152 , - , - , 9 , - , 102 , 167 , D , 5 , - , 3 
Estonia, 157 , - , D , 3 , - , 16 , - , 4 , D , 3 , 17 , D , - , - , - , 6 , 3 , - , - , - , D , D , 3 , D , 6 , D , - , D , D , - , 3 , D , 10 , - , 19 , 3 , - , 5 , - , 5 , 3 , - , - , 3 , - , D , 4 , - , - , - , - , 9 , 14 , - , D , - , 1 
Ethiopia," 7,370 ", 5 , 4 , 56 , 3 , 733 , 219 , 19 , 4 , 376 , 104 , 400 , - , D , 6 , 106 , 42 , 62 , 75 , 37 , 10 , 10 , 911 , 243 , 37 , 531 , D , 84 , - , 34 , 206 , D , 37 , D , 113 , 128 , 9 , 266 , 26 , 82 , 104 , - , 8 , 22 , 61 , 103 , 444 , - , D , 15 , D , 938 , 574 , 16 , 15 , - , 83 
Fiji, 841 , D , - , 7 , - , 638 , D , D , - , - , 4 , D , - , 4 , D , D , - , - , D , - , D , - , D , D , D , D , - , D , - , - , 5 , - , - , D , - , D , - , 3 , - , 24 , 5 , - , - , 3 , - , D , 4 , - , - , 5 , - , D , 95 , D , - , D , 14 
Finland, 279 , D , - , 7 , D , 78 , D , - , D , - , 21 , 11 , - , - , D , 6 , - , - , D , D , D , - , 4 , 14 , 7 , 4 , - , D , D , - , 4 , 4 , 4 , - , 22 , 4 , - , 4 , D , 8 , D , - , 5 , D , - , D , 19 , - , - , D , D , 10 , 17 , - , 4 , D , 1 
France," 2,812 ", D , 4 , 34 , D , 742 , 47 , 45 , 4 , 28 , 223 , 62 , D , 12 , 11 , 76 , 26 , 6 , 5 , 14 , 11 , 7 , 83 , 133 , 35 , 30 , 3 , 17 , 5 , 5 , 32 , 9 , 116 , 18 , 400 , 52 , - , 36 , 7 , 39 , 47 , 3 , 12 , 30 , - , 12 , 124 , - , 3 , 8 , 8 , 76 , 67 , D , 15 , - , 24 
French Polynesia, 14 , - , - , D , - , 4 , - , - , - , - , - , - , - , 5 , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , 1 
Gabon, 67 , - , - , - , D , 4 , D , - , - , - , D , 8 , - , - , - , 3 , - , D , - , - , D , - , 6 , 3 , - , - , - , - , - , - , - , - , - , - , 7 , 3 , D , 4 , - , - , 4 , D , D , - , - , D , 9 , - , - , D , - , 4 , - , - , D , - , - 
Gambia, 586 , D , D , 4 , D , 3 , 3 , D , D , D , 9 , 54 , - , - , - , 6 , 3 , D , 4 , 11 , D , D , 37 , 20 , 15 , 20 , - , 3 , - , 3 , D , - , 9 , D , 133 , 48 , D , 32 , D , D , 12 , - , 19 , 8 , - , 5 , 20 , - , - , 3 , - , 5 , 58 , - , 17 , - , - 
Georgia, 889 , - , D , D , - , 116 , D , 14 , D , 9 , 16 , 11 , - , - , - , 22 , D , D , 4 , 4 , - , - , 19 , 15 , 6 , D , - , 4 , - , - , D , D , 106 , D , 387 , 4 , D , 18 , 3 , 7 , 46 , - , - , D , - , - , 9 , - , - , 4 , D , 19 , 19 , D , - , - , 4 
Germany," 3,879 ", 16 , 14 , 74 , 13 , 722 , 85 , 32 , 9 , 14 , 278 , 119 , 3 , 37 , 6 , 116 , 47 , 17 , 30 , 47 , 10 , 12 , 69 , 176 , 135 , 27 , 7 , 48 , 20 , 13 , 35 , 25 , 136 , 40 , 273 , 99 , 6 , 100 , 40 , 66 , 107 , 6 , 17 , 82 , D , 23 , 201 , D , D , 20 , 20 , 159 , 128 , 11 , 37 , 8 , 41 
Ghana," 5,777 ", 5 , 4 , 30 , 3 , 156 , 79 , 130 , 60 , 12 , 64 , 254 , D , 4 , 4 , 190 , 33 , 13 , 10 , 37 , 11 , 9 , 492 , 397 , 43 , 98 , 9 , 37 , 3 , 18 , 17 , 10 , 499 , 14 ," 1,123 ", 162 , 19 , 422 , 66 , 19 , 125 , - , 35 , 67 , 4 , 43 , 232 , - , - , 17 , 7 , 572 , 47 , 3 , 17 , D , 49 
Gibraltar, 3 , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - 
Greece, 945 , - , D , D , - , 112 , 3 , 27 , 6 , 3 , 54 , 16 , - , - , D , 66 , 12 , D , 3 , D , D , 3 , 29 , 110 , 20 , D , - , 7 , - , D , 5 , 7 , 47 , D , 230 , 18 , D , 26 , 3 , 4 , 37 , - , 7 , 13 , - , D , 22 , - , - , D , - , 17 , 8 , D , 5 , - , 7 
Grenada, 629 , - , - , D , - , 6 , D , 8 , - , - , 31 , 16 , - , - , - , D , D , - , D , D , D , - , 26 , 14 , - , D , D , - , - , - , D , - , 25 , D , 438 , 6 , - , - , 3 , - , 5 , - , D , 5 , - , 4 , 6 , - , 10 , - , D , 8 , D , - , - , - , 2 
Guatemala," 9,131 ", 18 , 5 , 117 , 31 ," 3,425 ", 61 , 117 , 19 , 21 , 566 , 192 , D , 3 , 25 , 269 , 70 , 65 , 34 , 26 , 42 , 8 , 287 , 398 , 34 , 46 , 6 , 53 , - , 100 , 166 , 3 , 441 , 31 , 537 , 132 , 5 , 59 , 54 , 111 , 79 , 6 , 326 , 62 , 31 , 59 , 404 , - , - , 65 , - , 341 , 112 , D , 14 , 4 , 48 
Guinea, 957 , 5 , - , 5 , - , 10 , 6 , 8 , 6 , 3 , 5 , 45 , - , - , - , 12 , 25 , D , 3 , 5 , D , - , 68 , 40 , 15 , 26 , D , 5 , - , - , - , 4 , 33 , D , 404 , 21 , - , 55 , D , D , 59 , - , 4 , 3 , - , 5 , 19 , - , - , D , - , 21 , 13 , - , 7 , - , 7 
Guinea-Bissau, 25 , - , - , - , - , D , - , D , - , - , D , - , - , - , D , - , - , - , - , - , - , - , D , 8 , D , - , - , - , - , - , - , - , D , - , D , - , - , - , - , D , - , - , 5 , - , - , - , - , - , - , D , - , D , - , - , - , - , 1 
Guyana," 4,527 ", D , D , 8 , - , 42 , D , 64 , 13 , 13 , 304 , 85 , D , D , - , 11 , 3 , - , D , D , D , - , 138 , 32 , 6 , 62 , D , 9 , - , - , D , D , 405 , D ," 3,028 ", 27 , - , 26 , 5 , D , 56 , - , 4 , 29 , - , 7 , 44 , - , 4 , D , D , 49 , 5 , D , D , - , 26 
Haiti," 12,794 ", 4 , D , 17 , D , 60 , 11 , 221 , 68 , 9 ," 5,293 ", 236 , - , D , 4 , 89 , 59 , 9 , 6 , 29 , 15 , 6 , 194 ," 1,929 ", 14 , 10 , D , 37 , 3 , D , 9 , 23 , 987 , 3 ," 2,605 ", 86 , 12 , 46 , 27 , 10 , 238 , D , 70 , 66 , D , 20 , 61 , D , 29 , 11 , D , 82 , 19 , 5 , 5 , - , 47 
Honduras," 5,310 ", 9 , D , 36 , 15 , 618 , 39 , 52 , 5 , 10 ," 1,010 ", 140 , D , 4 , 6 , 97 , 58 , 24 , 25 , 21 , 196 , 4 , 153 , 172 , 32 , 34 , 10 , 32 , - , 23 , 48 , 4 , 357 , 6 , 652 , 215 , D , 38 , 23 , 29 , 52 , 9 , 18 , 76 , 5 , 51 , 517 , - , - , 29 , D , 279 , 28 , D , 13 , - , 30 
Hong Kong," 1,623 ", D , D , 7 , D , 671 , 4 , 6 , D , D , 31 , 25 , 3 , 27 , 5 , 39 , 5 , 3 , 3 , - , D , D , 31 , 95 , 9 , D , - , 8 , 3 , D , 26 , 3 , 50 , - , 309 , 23 , - , 18 , D , 12 , 25 , D , D , 5 , - , D , 56 , - , 4 , 9 , - , 15 , 64 , - , 5 , - , 7 
Hungary, 729 , D , D , 12 , - , 107 , 12 , 14 , - , 7 , 135 , 8 , - , D , - , 16 , 7 , D , - , 4 , D , D , 14 , 19 , 11 , 6 , D , 6 , - , 4 , 14 , 3 , 58 , D , 102 , 19 , D , 16 , D , D , 17 , - , 3 , 11 , - , 9 , 23 , - , - , 4 , D , 19 , 18 , - , 4 , D , 6 
Iceland, 83 , - , D , D , - , 11 , - , D , - , - , 9 , 5 , - , - , D , 6 , D , - , 3 , - , - , - , - , 7 , D , - , D , - , - , - , D , D , - , - , 14 , - , - , 3 , D , D , - , - , - , - , - , - , 5 , - , - , - , - , D , 4 , - , D , - , - 
India," 50,802 ", 110 , 12 , 671 , 101 ," 12,032 ", 230 , 630 , 238 , 42 ," 1,300 "," 1,833 ", 4 , 15 , 40 ," 2,922 ", 608 , 138 , 246 , 205 , 109 , 35 ," 1,348 "," 2,042 "," 1,347 ", 425 , 73 , 390 , 19 , 85 , 124 , 169 ," 5,910 ", 67 ," 2,726 "," 1,595 ", 11 ," 1,304 ", 171 , 413 ," 1,579 ", - , 92 , 325 , 23 , 288 ," 3,770 ", - , 7 , 98 , 26 ," 2,680 "," 1,544 ", 49 , 312 , 5 , 264 
Indonesia," 1,566 ", 4 , 5 , 15 , D , 628 , 39 , 8 , - , 4 , 29 , 44 , D , 8 , 4 , 25 , 11 , 3 , 7 , 10 , 9 , 5 , 42 , 32 , 14 , 13 , - , 11 , 3 , D , 21 , 50 , 40 , 4 , 102 , 23 , D , 33 , 14 , 26 , 67 , - , - , 5 , - , 8 , 67 , - , D , 6 , D , 34 , 76 , - , 5 , - , 6 
Iran," 8,324 ", 13 , 4 , 149 , 11 ," 4,601 ", 47 , 20 , 4 , 29 , 185 , 200 , - , D , 16 , 153 , 35 , 5 , 25 , 26 , 13 , 8 , 274 , 144 , 78 , 24 , D , 40 , - , D , 94 , 11 , 109 , 16 , 265 , 99 , D , 64 , 42 , 82 , 57 , 3 , 6 , 20 , - , 48 , 560 , - , - , 49 , 3 , 421 , 210 , 4 , 13 , D , 35 
Iraq," 7,875 ", 8 , 3 , 369 , 8 ," 1,728 ", 40 , 27 , - , 8 , 139 , 70 , - , D , 77 , 442 , 33 , 32 , 20 , 129 , 23 , 71 , 55 , 205 ," 2,067 ", 72 , D , 111 , - , 83 , 53 , 20 , 40 , 33 , 257 , 71 , 14 , 156 , 17 , 62 , 112 , - , D , 26 , 3 , 118 , 475 , - , - , 44 , 3 , 299 , 176 , 4 , 27 , - , 41 
Ireland," 1,405 ", D , 4 , 16 , D , 256 , 9 , 31 , D , 9 , 73 , 13 , - , 3 , D , 62 , 15 , D , 5 , 12 , D , 8 , 22 , 243 , 12 , 7 , - , 8 , D , D , 5 , 16 , 61 , 4 , 262 , 29 , - , 13 , - , 23 , 43 , - , 7 , 10 , - , 4 , 36 , - , - , D , 3 , 27 , 26 , D , 8 , - , 6 
Israel," 2,466 ", 3 , D , 19 , D , 675 , 13 , 14 , - , 8 , 213 , 29 , D , 3 , D , 90 , 14 , 7 , 11 , 7 , 12 , D , 58 , 99 , 48 , 16 , D , 11 , - , 5 , 42 , 6 , 171 , 5 , 503 , 35 , - , 52 , 3 , 5 , 37 , D , 4 , 16 , - , 9 , 84 , - , 3 , 3 , D , 51 , 49 , D , 10 , - , 12 
Italy," 2,501 ", 4 , D , 28 , D , 380 , 12 , 80 , 5 , 25 , 242 , 33 , D , 13 , 4 , 103 , 9 , 7 , D , 6 , 6 , 5 , 36 , 187 , 67 , 11 , - , 10 , 3 , D , 12 , 8 , 193 , 5 , 496 , 58 , - , 58 , 5 , 16 , 93 , D , 16 , 23 , - , 5 , 70 , - , - , 6 , D , 63 , 36 , 6 , 14 , D , 29 
Jamaica," 15,087 ", 12 , 5 , 38 , D , 272 , 37 , 718 , 57 , 40 ," 3,460 ", 746 , D , 4 , 3 , 177 , 35 , D , 9 , 16 , 31 , 31 , 521 , 614 , 90 , 31 , 27 , 69 , D , 3 , 27 , 12 ," 1,007 ", 3 ," 5,187 ", 204 , 6 , 133 , 76 , 16 , 395 , - , 37 , 235 , 3 , 38 , 196 , - , 8 , 8 , 14 , 265 , 28 , 8 , 16 , 4 , 108 
Japan," 1,713 ", D , 3 , 24 , D , 595 , 17 , 6 , D , 4 , 44 , 40 , 11 , 152 , D , 46 , 14 , 4 , 5 , 4 , 5 , - , 30 , 57 , 29 , 8 , D , 10 , D , D , 14 , 4 , 66 , 6 , 184 , 24 , D , 29 , 11 , 23 , 19 , - , D , 12 , D , 4 , 40 , - , - , 10 , 4 , 49 , 65 , 3 , 10 , - , 14 
Jordan," 2,239 ", 11 , D , 29 , 4 , 334 , 12 , 10 , D , 6 , 108 , 25 , - , 3 , D , 271 , 36 , 3 , 9 , 24 , 51 , D , 32 , 50 , 133 , 17 , 7 , 39 , - , 5 , 10 , D , 152 , 12 , 159 , 54 , 4 , 190 , 12 , 17 , 56 , D , - , 20 , D , 35 , 149 , - , 4 , 6 , - , 75 , 17 , 4 , 23 , - , 12 
Kazakhstan, 729 , D , D , 6 , D , 124 , 12 , 3 , - , 5 , 44 , 10 , - , D , 4 , 22 , 5 , D , 3 , D , D , 7 , 15 , 51 , 4 , 5 , - , 7 , - , D , 7 , D , 24 , 3 , 137 , 19 , - , 19 , D , 19 , 28 , - , D , 8 , - , D , 35 , - , - , D , D , 31 , 43 , D , D , - , 4 
Kenya," 4,348 ", 32 , 3 , 71 , 6 , 330 , 48 , 20 , 54 , 19 , 92 , 217 , - , 3 , 8 , 58 , 86 , 51 , 105 , 43 , 9 , 11 , 223 , 403 , 36 , 314 , 6 , 144 , D , 24 , 18 , 25 , 182 , 19 , 128 , 191 , 14 , 153 , 56 , 38 , 132 , - , 12 , 58 , 4 , 40 , 411 , - , - , 12 , 6 , 112 , 242 , D , 20 , 4 , 52 
"Korea, North", 15 , - , - , D , - , D , - , - , - , - , - , D , - , - , - , D , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , D , - , - , D , - , 3 , D , - , - , - , - 
"Korea, South"," 14,643 ", 58 , 34 , 98 , 12 ," 5,057 ", 135 , 76 , 22 , 16 , 155 , 676 , 45 , 205 , 10 , 545 , 71 , 26 , 38 , 51 , 25 , 9 , 522 , 311 , 198 , 51 , 8 , 116 , 7 , 13 , 126 , 22 ," 1,108 ", 23 ," 1,300 ", 249 , 4 , 168 , 105 , 135 , 331 , D , 16 , 108 , 3 , 71 , 587 , 5 , 12 , 36 , 5 , 908 , 555 , 7 , 28 , 8 , 132 
Kosovo, 410 , - , D , 9 , D , 9 , D , 26 , - , - , 12 , 10 , - , - , 4 , 29 , D , D , D , 8 , - , - , 5 , 12 , 24 , D , - , 7 , - , - , - , - , 22 , 3 , 143 , 8 , - , D , 4 , 4 , 13 , - , - , D , - , 5 , 16 , - , - , D , - , 17 , D , - , D , - , 1 
Kuwait, 677 , 6 , D , 14 , 3 , 86 , - , 4 , 5 , D , 30 , 17 , - , D , 3 , 57 , 10 , 6 , 6 , 3 , 15 , 4 , 14 , 23 , 51 , 6 , D , 10 , - , D , 3 , 3 , 33 , - , 49 , 23 , - , 41 , D , 3 , 13 , - , - , 4 , - , 11 , 54 , - , D , 4 , - , 30 , 13 , - , 8 , - , 3 
Kyrgyzstan, 412 , - , D , D , D , 47 , D , D , - , 4 , 22 , 7 , - , D , D , 36 , D , - , 3 , 4 , - , - , 18 , 19 , - , 4 , D , 6 , D , D , D , - , 6 , - , 73 , 10 , D , 12 , D , 12 , 20 , - , D , 10 , - , D , 9 , - , - , D , - , 21 , 36 , - , 3 , - , 8 
Laos," 1,726 ", 4 , 11 , 13 , 28 , 423 , 17 , 7 , - , - , 34 , 45 , - , 16 , 11 , 23 , 6 , 32 , 21 , D , 3 , D , 6 , 20 , 26 , 319 , - , 16 , D , 8 , 12 , 4 , D , 6 , 25 , 73 , - , 19 , 13 , 38 , 23 , - , 40 , 10 , 3 , 54 , 54 , - , - , 13 , - , 21 , 52 , D , 141 , - , 28 
Latvia, 306 , - , D , 4 , - , 52 , 4 , 6 , D , - , 22 , 11 , - , D , D , 21 , D , - , D , - , D , D , 9 , 19 , 6 , 3 , - , 3 , - , - , D , D , 12 , D , 50 , 4 , - , 12 , D , 5 , 13 , - , - , D , - , D , 5 , - , - , D , - , 9 , 8 , - , 4 , D , 2 
Lebanon," 2,081 ", - , - , 26 , 3 , 389 , 6 , 10 , - , 4 , 113 , 32 , - , - , D , 48 , 13 , D , 10 , 9 , 10 , D , 23 , 152 , 554 , 12 , D , 17 , - , 3 , 11 , 11 , 67 , D , 114 , 22 , - , 86 , 10 , 13 , 30 , D , 16 , 6 , D , 6 , 122 , - , - , 6 , - , 76 , 18 , D , 9 , D , 11 
Lesotho, 8 , - , - , - , - , D , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , D , - , - , - , D , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - 
Liberia," 2,421 ", 6 , D , 41 , D , 50 , 17 , 10 , 36 , 5 , 18 , 105 , D , D , D , 35 , 34 , 76 , 3 , 18 , 3 , - , 197 , 99 , 31 , 263 , - , 34 , - , D , 6 , 8 , 165 , D , 134 , 117 , 61 , 66 , 12 , 4 , 327 , - , 144 , 24 , 20 , 9 , 98 , - , - , 3 , D , 62 , 13 , 6 , 11 , - , 39 
Libya, 207 , D , - , 3 , - , 33 , 6 , 5 , D , D , 10 , 3 , D , - , - , 5 , D , - , - , - , D , - , 5 , 3 , 7 , 3 , - , D , - , - , D , D , 9 , - , 15 , 5 , - , 10 , 4 , 5 , 8 , - , D , 4 , - , 4 , 16 , - , - , - , - , 14 , 8 , D , 3 , - , 2 
Lithuania, 584 , - , D , 4 , D , 49 , 13 , 9 , - , D , 38 , 20 , - , D , D , 210 , 8 , 3 , D , D , D , 6 , 13 , 20 , 14 , D , D , D , - , D , 5 , D , 24 , - , 45 , 5 , - , 14 , D , D , 12 , - , D , 5 , D , D , 4 , - , - , D , - , 16 , 8 , D , 7 , D , 3 
Luxembourg, 14 , - , - , - , - , D , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , D , 3 , D , - , D , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - 
Macau, 70 , - , - , - , - , 41 , - , - , - , - , D , - , - , D , - , - , - , - , - , - , - , - , D , D , - , - , - , D , - , - , D , - , D , - , 6 , D , - , D , D , - , D , - , - , D , - , - , 6 , - , - , 3 , - , D , - , - , - , - , - 
Macedonia, 582 , - , 5 , 8 , - , 22 , D , 24 , D , D , 25 , 3 , - , - , - , 71 , 31 , 3 , - , - , - , D , 5 , 8 , 57 , D , - , 4 , - , - , 7 , 3 , 126 , D , 102 , 4 , - , 19 , D , 3 , 4 , D , D , D , D , - , 5 , - , - , D , - , 16 , D , - , 9 , - , 2 
Madagascar, 61 , - , - , - , - , 8 , - , - , - , - , 5 , 3 , - , D , - , 5 , D , - , - , - , - , - , 5 , D , - , D , - , - , - , - , - , - , - , D , 8 , D , - , D , - , - , D , - , - , - , - , D , D , - , - , D , D , 9 , D , - , - , D , - 
Malawi, 84 , D , - , D , - , 7 , D , D , - , - , D , 4 , - , - , - , 3 , 10 , - , D , D , - , - , 3 , 3 , 9 , D , - , D , - , - , - , D , D , - , 5 , 4 , - , 3 , - , - , - , - , - , D , - , - , 5 , - , - , D , - , 6 , D , - , - , - , 1 
Malaysia," 1,170 ", D , D , 5 , D , 322 , 8 , 3 , D , 4 , 30 , 46 , D , 12 , 11 , 31 , 18 , 4 , 7 , 6 , 4 , 3 , 17 , 36 , 21 , 16 , D , 15 , - , D , 6 , 6 , 52 , 3 , 207 , 29 , D , 21 , 12 , 10 , 16 , - , D , 4 , - , 9 , 69 , - , - , 6 , 6 , 41 , 31 , - , D , - , 7 
Maldives, 3 , - , - , D , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Mali, 391 , - , D , D , - , 7 , 8 , - , D , D , 4 , 12 , - , - , - , 7 , 7 , D , D , D , 3 , - , 26 , 3 , 8 , D , - , D , - , - , - , D , 8 , - , 178 , 12 , - , 17 , 3 , D , 38 , - , 4 , D , - , D , 14 , - , - , D , D , 4 , 6 , - , - , - , 1 
Malta, 47 , - , - , - , - , 6 , - , D , - , D , - , D , - , - , - , D , D , D , - , D , - , D , - , D , 5 , D , - , - , - , - , - , D , 5 , D , 12 , D , - , - , - , - , D , - , - , - , - , - , D , - , - , - , - , D , D , - , - , - , - 
Marshall Islands, 16 , - , - , D , - , D , - , - , - , - , - , D , - , D , - , - , D , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , D , - , - , - , - , - , - , - , D , D , - , - , - , 2 
Mauritania, 288 , - , D , D , - , D , 5 , D , - , - , - , 3 , - , - , - , 9 , 8 , D , - , 13 , 14 , - , 8 , D , D , D , D , 3 , D , - , - , - , D , D , 75 , D , D , 95 , - , - , 11 , - , 4 , D , - , 7 , 6 , - , - , - , - , 5 , 3 , - , - , - , - 
Mauritius, 65 , - , - , 3 , - , 11 , - , - , - , - , 3 , D , - , - , - , D , - , - , - , - , D , D , D , D , - , D , - , - , - , - , D , - , 4 , D , 10 , - , - , D , - , - , D , - , D , - , - , - , 3 , - , - , D , D , 12 , D , - , - , - , - 
Mexico," 118,559 ", 149 , 77 ," 6,375 ", 476 ," 50,464 "," 1,806 ", 225 , 141 , 41 ," 2,484 "," 1,756 ", D , 46 , 803 ," 5,644 "," 1,101 ", 462 , 869 , 323 , 178 , 19 , 419 , 303 , 941 , 544 , 97 , 497 , 31 , 607 ," 2,226 ", 53 , 886 ," 2,132 "," 1,808 "," 1,769 ", 21 , 554 ," 1,028 "," 1,568 ", 527 , 77 , 60 , 553 , 42 , 447 ," 22,167 ", D , D , 883 , 8 , 838 ," 2,677 ", 36 , 702 , 53 , 562 
"Micronesia, Federated States", 53 , - , - , - , - , D , D , - , - , - , - , 14 , D , 3 , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , D , - , - , - , 4 , - , - , - , 9 , - , - , 6 , - , - , D , - , 3 , D , - , - , - , 2 
Moldova," 1,442 ", 9 , 8 , 11 , - , 249 , 14 , 6 , D , 3 , 69 , 42 , - , D , 4 , 102 , 5 , D , - , D , 8 , 4 , 21 , 107 , 15 , 32 , D , 34 , D , D , 26 , 3 , 17 , D , 141 , 67 , D , 25 , 4 , 65 , 29 , - , - , 11 , D , 16 , 27 , - , - , D , 11 , 37 , 180 , - , 5 , 5 , 13 
Monaco, 7 , - , - , - , - , D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , D , - , D , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - 
Mongolia, 416 , - , - , 4 , - , 132 , 16 , 3 , - , D , 3 , 3 , - , D , - , 64 , 7 , D , D , 4 , D , - , 11 , 6 , 4 , D , - , 6 , - , D , D , D , 9 , D , 9 , D , - , D , 3 , 3 , 4 , - , - , 3 , - , D , 7 , - , - , 8 , - , 64 , 19 , - , 3 , - , 3 
Montenegro, 187 , - , - , 3 , - , 10 , - , D , - , D , 3 , - , - , - , - , 9 , - , - , D , D , - , - , D , D , 31 , D , - , D , - , - , D , - , 9 , - , 107 , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , D , - , - , - , - , 2 
Montserrat, 45 , - , - , - , - , D , - , D , - , - , 3 , D , - , - , - , - , - , - , - , - , D , - , D , 16 , - , - , - , - , - , - , - , - , - , - , 15 , - , - , D , - , - , D , - , - , - , - , - , D , - , D , - , - , - , - , - , - , - , - 
